ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
豬排,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,豬排,豬肉
太白粉,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,太白粉,太白粉
蔥,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,蔥,蔥
薑,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,薑,薑
蒜,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,蒜,蒜
醬油,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,醬油,醬油
米酒,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,米酒,米酒
水,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,水,水
黑胡椒,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,黑胡椒,黑胡椒
白胡椒,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,白胡椒,白胡椒
五香粉,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,五香粉,五香粉
肉桂粉,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,肉桂粉,肉桂粉
糖,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,糖,糖
乾香菇,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,乾香菇,香菇
紅蘿蔔,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,紅蘿蔔,紅蘿蔔
金針菇,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,金針菇,金針菇
豆皮,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,豆皮,豆皮
蒜頭,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,蒜頭,蒜
豬肉片,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,豬肉片,豬肉
醬油,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,醬油,醬油
水,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,水,水
鹽,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,鹽,鹽
糖,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,糖,糖
十全120天完熟烏醋,2025-11-26 14:08:17,2025-11-26 14:08:17,pending,十全120天完熟烏醋,烏醋
