ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
馬鈴薯,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,馬鈴薯,馬鈴薯
酪梨油,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,酪梨油,食用油
蓮藕,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,蓮藕,蓮藕
豬肉絲,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,豬肉絲,豬肉
芝麻,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,芝麻,芝麻
紅蘿蔔片,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,紅蘿蔔片,紅蘿蔔
米酒,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,米酒,米酒
醬油,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,醬油,醬油
糖,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,糖,糖
雞粉,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,雞粉,雞粉
大白菜,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,大白菜,大白菜
蒜瓣,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,蒜瓣,大蒜
辣椒,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,辣椒,辣椒
醬油,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,醬油,醬油
蠔油,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,蠔油,蠔油
十全120天完熟烏醋,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,十全120天完熟烏醋,烏醋
二砂糖或白砂糖,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,二砂糖或白砂糖,砂糖
飲用水,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,飲用水,水
蒜末,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,蒜末,蒜
洋蔥,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,洋蔥,洋蔥
紅蘿蔔,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,紅蘿蔔,紅蘿蔔
任意菇菇,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,任意菇菇,菇
鮭魚片,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,鮭魚片,鮭魚
米,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,米,米
黑胡椒,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,黑胡椒,黑胡椒
鹽,2025-11-26 14:00:51,2025-11-26 14:00:51,pending,鹽,鹽
