recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number
484517,icook,sauce,豬五花肉切條狀,500公克,2025-11-23 11:58:59,2025-11-23 11:58:59,g,500.0
484511,icook,main ingredients,Cream,250克,2025-11-23 11:58:59,2025-11-23 11:58:59,g,250.0
484511,icook,main ingredients,Cheese,250克,2025-11-23 11:58:59,2025-11-23 11:58:59,g,250.0
484511,icook,main ingredients,細砂糖,60克,2025-11-23 11:58:59,2025-11-23 11:58:59,g,60.0
484511,icook,main ingredients,雞蛋,2顆,2025-11-23 11:58:59,2025-11-23 11:58:59,顆,2.0
484511,icook,main ingredients,動物性鮮奶油,100克,2025-11-23 11:58:59,2025-11-23 11:58:59,g,100.0
484511,icook,main ingredients,低筋麵粉,8克,2025-11-23 11:58:59,2025-11-23 11:58:59,g,8.0
484519,icook,main ingredients,白芝麻,適量,2025-11-23 11:58:59,2025-11-23 11:58:59,適量,1.0
484519,icook,sauce,中筋麵粉,200g,2025-11-23 11:58:59,2025-11-23 11:58:59,g,200.0
484519,icook,sauce,糖,10g,2025-11-23 11:58:59,2025-11-23 11:58:59,g,10.0
484519,icook,sauce,水,100g,2025-11-23 11:58:59,2025-11-23 11:58:59,g,100.0
484519,icook,sauce,速發酵母,2g,2025-11-23 11:58:59,2025-11-23 11:58:59,g,2.0
484519,icook,sauce,沙拉油,5g,2025-11-23 11:58:59,2025-11-23 11:58:59,g,5.0
484489,icook,main ingredients,華盛頓富士蘋果,1/2顆,2025-11-23 11:58:59,2025-11-23 11:58:59,顆,0.5
484489,icook,main ingredients,鮮蝦,8隻,2025-11-23 11:58:59,2025-11-23 11:58:59,隻,8.0
484489,icook,main ingredients,櫛瓜,1條,2025-11-23 11:58:59,2025-11-23 11:58:59,條,1.0
484489,icook,main ingredients,小黃瓜,2條,2025-11-23 11:58:59,2025-11-23 11:58:59,條,2.0
484489,icook,main ingredients,蒜瓣,3瓣,2025-11-23 11:58:59,2025-11-23 11:58:59,瓣,3.0
484489,icook,main ingredients,食用油,1/2大匙,2025-11-23 11:58:59,2025-11-23 11:58:59,大匙,0.5
