recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number
484062,icook,main ingredients,高筋麵粉,170g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,170.0
484062,icook,main ingredients,鹽,3g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,3.0
484062,icook,main ingredients,糖,8g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,8.0
484062,icook,main ingredients,速發乾酵母,1.5g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,1.5
484062,icook,main ingredients,水,130g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,130.0
484062,icook,main ingredients,橄欖油,8g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,8.0
484492,icook,main ingredients,帆立貝,7顆,2025-11-22 04:14:45,2025-11-22 04:14:45,顆,7.0
484492,icook,main ingredients,醬油膏,1大匙,2025-11-22 04:14:45,2025-11-22 04:14:45,大匙,1.0
484492,icook,main ingredients,米酒,1大匙,2025-11-22 04:14:45,2025-11-22 04:14:45,大匙,1.0
484492,icook,main ingredients,糖,1/2小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,0.5
484492,icook,main ingredients,九層塔,一把,2025-11-22 04:14:45,2025-11-22 04:14:45,把,1.0
484492,icook,main ingredients,蒜末,3瓣,2025-11-22 04:14:45,2025-11-22 04:14:45,瓣,3.0
484492,icook,main ingredients,蔥花,1根,2025-11-22 04:14:45,2025-11-22 04:14:45,根,1.0
484492,icook,main ingredients,白胡椒粉,1/2小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,0.5
484492,icook,main ingredients,辣椒(可有可無),1根,2025-11-22 04:14:45,2025-11-22 04:14:45,根,1.0
473091,icook,main ingredients,百葉豆腐,1條,2025-11-22 04:14:45,2025-11-22 04:14:45,條,1.0
473091,icook,main ingredients,菠菜,600克,2025-11-22 04:14:45,2025-11-22 04:14:45,g,600.0
473091,icook,sauce,雞粉,1.5小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,1.5
473091,icook,sauce,鹽,1小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,1.0
473091,icook,sauce,糖,0.5茶匙,2025-11-22 04:14:45,2025-11-22 04:14:45,茶匙,0.5
479624,icook,main ingredients,荷蘭豆,半斤,2025-11-22 04:14:45,2025-11-22 04:14:45,斤,0.5
479624,icook,main ingredients,小玉米筍,1盒,2025-11-22 04:14:45,2025-11-22 04:14:45,盒,1.0
479624,icook,main ingredients,香菇,2朵,2025-11-22 04:14:45,2025-11-22 04:14:45,朵,2.0
479624,icook,main ingredients,辣椒,1隻,2025-11-22 04:14:45,2025-11-22 04:14:45,隻,1.0
479624,icook,main ingredients,蒜頭,6粒,2025-11-22 04:14:45,2025-11-22 04:14:45,粒,6.0
479624,icook,sauce,油,2T,2025-11-22 04:14:45,2025-11-22 04:14:45,T,2.0
479624,icook,sauce,鹽,2t,2025-11-22 04:14:45,2025-11-22 04:14:45,t,2.0
479624,icook,sauce,鐵壺水,適量,2025-11-22 04:14:45,2025-11-22 04:14:45,適量,1.0
479624,icook,sauce,香油,少許,2025-11-22 04:14:45,2025-11-22 04:14:45,少許,1.0
483878,icook,main ingredients,鮮香菇,1大朵,2025-11-22 04:14:45,2025-11-22 04:14:45,大朵,1.0
483878,icook,main ingredients,綠豆芽,50克,2025-11-22 04:14:45,2025-11-22 04:14:45,g,50.0
483878,icook,main ingredients,河粉,1/3包,2025-11-22 04:14:45,2025-11-22 04:14:45,包,0.33
483878,icook,main ingredients,醬油,1大匙,2025-11-22 04:14:45,2025-11-22 04:14:45,大匙,1.0
483878,icook,main ingredients,油,1匙,2025-11-22 04:14:45,2025-11-22 04:14:45,匙,1.0
483878,icook,main ingredients,蒜,3瓣,2025-11-22 04:14:45,2025-11-22 04:14:45,瓣,3.0
483878,icook,main ingredients,乾香菇,1朵,2025-11-22 04:14:45,2025-11-22 04:14:45,朵,1.0
483878,icook,main ingredients,香菜,3克,2025-11-22 04:14:45,2025-11-22 04:14:45,g,3.0
483454,icook,main ingredients,溫水,140ml,2025-11-22 04:14:45,2025-11-22 04:14:45,cc,140.0
483454,icook,main ingredients,速發酵母粉,1小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,1.0
483454,icook,main ingredients,糖,1小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,1.0
483454,icook,main ingredients,全麥麵粉,200g,2025-11-22 04:14:45,2025-11-22 04:14:45,g,200.0
483454,icook,main ingredients,鹽,一咪咪,2025-11-22 04:14:45,2025-11-22 04:14:45,咪咪,1.0
483454,icook,main ingredients,肉桂粉,2小匙,2025-11-22 04:14:45,2025-11-22 04:14:45,小匙,2.0
