ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
毛綠豆(粉綠豆),2025-11-29 01:19:07,2025-11-29 01:19:07,pending,毛綠豆,綠豆
大麥仁(小薏仁),2025-11-29 01:19:07,2025-11-29 01:19:07,pending,大麥仁,大麥
冷水,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,冷水,水
冰糖,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,冰糖,糖
貳砂糖,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,貳砂糖,砂糖
熱水,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,熱水,水
豬里肌肉片(薄),2025-11-29 01:19:07,2025-11-29 01:19:07,pending,豬里肌肉片,豬肉
金針菇,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,金針菇,金針菇
青蔥,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,青蔥,蔥
熟白芝麻,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,熟白芝麻,芝麻
小磨坊-和風壽喜燒醬,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,小磨坊-和風壽喜燒醬,壽喜燒醬
水,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,水,水
雞蛋,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,雞蛋,雞蛋
韭菜,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,韭菜,韭菜
蝦皮,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,蝦皮,蝦皮
鹽,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,鹽,鹽
烹大師鰹魚粉,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,烹大師鰹魚粉,鰹魚粉
水,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,水,水
十全180天完熟米醋,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,十全180天完熟米醋,米醋
香油,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,香油,芝麻油
去骨雞腿排,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,去骨雞腿排,雞腿肉
白菜,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,白菜,白菜
鴻禧菇雪白菇,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,鴻禧菇雪白菇,菇
高湯包,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,高湯包,高湯包
柚子胡椒,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,柚子胡椒,柚子胡椒
水,2025-11-29 01:19:07,2025-11-29 01:19:07,pending,水,水
