recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484382,icook,main ingredients,豬里肌肉片,500克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,500.0,1.0
484382,icook,main ingredients,蒜泥,2大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,2.0,15.0
484382,icook,main ingredients,味醂,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484382,icook,main ingredients,薑泥,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484382,icook,main ingredients,香菇素蠔油,1.5大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.5,15.0
484382,icook,main ingredients,五香粉,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484382,icook,main ingredients,胡椒粉,0.5,2025-11-21 19:29:27,2025-11-21 19:29:27,小匙,0.5,5.0
484382,icook,main ingredients,糖,0.5,2025-11-21 19:29:27,2025-11-21 19:29:27,小匙,0.5,5.0
484382,icook,main ingredients,油,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484382,icook,main ingredients,米酒,2大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,2.0,15.0
484384,icook,main ingredients,雞絲,150克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,150.0,1.0
484384,icook,main ingredients,高麗菜絲,100克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,100.0,1.0
484384,icook,main ingredients,薑末,30克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,30.0,1.0
484384,icook,main ingredients,蔥絲,適量,2025-11-21 19:29:27,2025-11-21 19:29:27,適量,1.0,1.0
484384,icook,main ingredients,麻油,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484384,icook,main ingredients,鹽,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484384,icook,main ingredients,白飯,2碗,2025-11-21 19:29:27,2025-11-21 19:29:27,碗,2.0,200.0
484384,icook,main ingredients,紅蘿蔔丁,20克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,20.0,1.0
484383,icook,main ingredients,牛肉,150克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,150.0,1.0
484383,icook,main ingredients,醬油,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484383,icook,main ingredients,油,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484383,icook,main ingredients,米酒,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484383,icook,main ingredients,味霖,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484383,icook,main ingredients,水,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484383,icook,main ingredients,太白粉,1大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,1.0,15.0
484383,icook,main ingredients,芥蘭,1把,2025-11-21 19:29:27,2025-11-21 19:29:27,把,1.0,30.0
484383,icook,main ingredients,蒜末,5克,2025-11-21 19:29:27,2025-11-21 19:29:27,g,5.0,1.0
484383,icook,main ingredients,沙茶醬,2大匙,2025-11-21 19:29:27,2025-11-21 19:29:27,大匙,2.0,15.0
484387,icook,main ingredients,乾麵,1份,2025-11-21 19:29:27,2025-11-21 19:29:27,份,1.0,100.0
