recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484597,icook,main ingredients,高麗菜,1/4顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,0.25,1000.0
484597,icook,main ingredients,米紙,2張,2025-11-25 09:39:02,2025-11-25 09:39:02,張,2.0,15.0
484597,icook,main ingredients,雞蛋,2顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,2.0,55.0
484597,icook,main ingredients,培根,2片,2025-11-25 09:39:02,2025-11-25 09:39:02,片,2.0,20.0
484597,icook,main ingredients,大阪燒醬,少許,2025-11-25 09:39:02,2025-11-25 09:39:02,少許,1.0,0.5
484597,icook,main ingredients,日式美乃滋,少許,2025-11-25 09:39:02,2025-11-25 09:39:02,少許,1.0,0.5
484427,icook,main ingredients,高麗菜,1,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,1.0,1000.0
484598,icook,main ingredients,芋頭,1,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,1.0,150.0
484554,icook,main ingredients,腰子,1,2025-11-25 09:39:02,2025-11-25 09:39:02,個,1.0,120.0
484554,icook,main ingredients,麻油,1,2025-11-25 09:39:02,2025-11-25 09:39:02,大匙,1.0,15.0
484600,icook,main ingredients,千張豆皮,3張,2025-11-25 09:39:02,2025-11-25 09:39:02,張,3.0,20.0
484600,icook,main ingredients,雞蛋,2顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,2.0,55.0
484600,icook,main ingredients,水煮五鮪魚罐頭,1/2罐,2025-11-25 09:39:02,2025-11-25 09:39:02,罐,0.5,150.0
484600,icook,main ingredients,玉米粒,少許,2025-11-25 09:39:02,2025-11-25 09:39:02,少許,1.0,0.5
484600,icook,main ingredients,番茄片,少許,2025-11-25 09:39:02,2025-11-25 09:39:02,少許,1.0,0.5
484600,icook,main ingredients,A菜,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484600,icook,main ingredients,B.B.美美辣醬,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484601,icook,main ingredients,彩椒,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484601,icook,main ingredients,小黃瓜,1根,2025-11-25 09:39:02,2025-11-25 09:39:02,根,1.0,120.0
484601,icook,main ingredients,鮪魚罐頭,1/2罐,2025-11-25 09:39:02,2025-11-25 09:39:02,罐,0.5,150.0
484601,icook,main ingredients,水煮蛋,2顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,2.0,55.0
484601,icook,main ingredients,玉米粒,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484601,icook,main ingredients,無糖優格,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484601,icook,main ingredients,B.B.美美辣醬,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484599,icook,main ingredients,鮮蝦,300g,2025-11-25 09:39:02,2025-11-25 09:39:02,g,300.0,1.0
484599,icook,main ingredients,慶豐虱目魚丸,6顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,6.0,20.0
484599,icook,main ingredients,三角油豆腐,4個,2025-11-25 09:39:02,2025-11-25 09:39:02,個,4.0,30.0
484599,icook,main ingredients,豆芽菜,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484599,icook,sauce,叻沙醬包,1包,2025-11-25 09:39:02,2025-11-25 09:39:02,包,1.0,50.0
484599,icook,sauce,水,500ml,2025-11-25 09:39:02,2025-11-25 09:39:02,cc,500.0,1.0
484602,icook,main ingredients,十全120天完熟烏醋,1小匙,2025-11-25 09:39:02,2025-11-25 09:39:02,小匙,1.0,5.0
484602,icook,main ingredients,醬油,1大匙,2025-11-25 09:39:02,2025-11-25 09:39:02,大匙,1.0,15.0
484602,icook,main ingredients,豬肉片,1小袋,2025-11-25 09:39:02,2025-11-25 09:39:02,小袋,1.0,100.0
484602,icook,main ingredients,水蓮,1盒,2025-11-25 09:39:02,2025-11-25 09:39:02,盒,1.0,200.0
484602,icook,sauce,十全120天完熟烏醋,1匙,2025-11-25 09:39:02,2025-11-25 09:39:02,匙,1.0,15.0
484602,icook,sauce,醬油,2-3匙,2025-11-25 09:39:02,2025-11-25 09:39:02,匙,2.5,15.0
484602,icook,sauce,太白粉,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484603,icook,main ingredients,蛋,3顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,3.0,55.0
484603,icook,main ingredients,巨蟹棒,1條,2025-11-25 09:39:02,2025-11-25 09:39:02,條,1.0,20.0
484603,icook,main ingredients,高麗菜,1/5顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,0.2,1000.0
484603,icook,main ingredients,烹大師鰹魚粉,適量,2025-11-25 09:39:02,2025-11-25 09:39:02,適量,1.0,1.0
484605,icook,main ingredients,華盛頓翠玉蘋果,1顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,1.0,180.0
484605,icook,main ingredients,豆漿,500毫升,2025-11-25 09:39:02,2025-11-25 09:39:02,cc,500.0,1.0
484610,icook,main ingredients,華盛頓加拉蘋果,1顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,1.0,180.0
484610,icook,main ingredients,紅棗,8顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,8.0,7.0
484610,icook,main ingredients,枸杞,20顆,2025-11-25 09:39:02,2025-11-25 09:39:02,顆,20.0,1.0
484610,icook,main ingredients,水,900毫升,2025-11-25 09:39:02,2025-11-25 09:39:02,cc,900.0,1.0
483094,icook,main ingredients,蝶豆花,7朵,2025-11-25 09:39:02,2025-11-25 09:39:02,朵,7.0,0.5
483094,icook,main ingredients,熱水,400ml,2025-11-25 09:39:02,2025-11-25 09:39:02,cc,400.0,1.0
483094,icook,main ingredients,砂糖,20g,2025-11-25 09:39:02,2025-11-25 09:39:02,g,20.0,1.0
483094,icook,main ingredients,洋菜粉,20g,2025-11-25 09:39:02,2025-11-25 09:39:02,g,20.0,1.0
483094,icook,main ingredients,水性粉,400g,2025-11-25 09:39:02,2025-11-25 09:39:02,g,400.0,1.0
483094,icook,main ingredients,細砂糖,10g,2025-11-25 09:39:02,2025-11-25 09:39:02,g,10.0,1.0
483094,icook,main ingredients,容器+蓋子,2個,2025-11-25 09:39:02,2025-11-25 09:39:02,個,2.0,0.0
