ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
香橙,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,香橙,香橙
雞蛋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞蛋,雞蛋
蟹味棒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蟹味棒,蟹味棒
起司絲,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,起司絲,起司
海鹽,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,海鹽,鹽
黑胡椒粒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,黑胡椒粒,胡椒粒
豆乾,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,豆乾,豆乾
芹菜,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,芹菜,芹菜
十全120天完熟烏醋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,十全120天完熟烏醋,烏醋
蒜頭,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蒜頭,蒜
紅辣椒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,紅辣椒,辣椒
鹽巴,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,鹽巴,鹽
食用油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,食用油,食用油
白胡椒粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,白胡椒粉,白胡椒粉
紅蘿蔔,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,紅蘿蔔,紅蘿蔔
土雞腿,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,土雞腿,雞腿
白蘿蔔,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,白蘿蔔,白蘿蔔
高家老菜脯燉湯包,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,高家老菜脯燉湯包,菜脯
家裡的米,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,家裡的米,米
中筋麵粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,中筋麵粉,麵粉
水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,水,水
細砂糖,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,細砂糖,糖
酵母粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,酵母粉,酵母
堅果,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,堅果,堅果
仿古大雞腿,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,仿古大雞腿,雞腿
雞胗,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞胗,雞胗
雞心,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞心,雞心
蛤蜊,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蛤蜊,蛤蜊
蒜頭,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蒜頭,蒜
薑片,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,薑片,薑
枸杞,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,枸杞,枸杞
水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,水,水
食用油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,食用油,食用油
米酒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,米酒,米酒
鹽巴,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,鹽巴,鹽
雞蛋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞蛋,雞蛋
鹽,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,鹽,鹽
白醋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,白醋,白醋
冰水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,冰水,水
醬油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,醬油,醬油
糖,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,糖,糖
溫熱飲用水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,溫熱飲用水,水
冷飲用水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,冷飲用水,水
洋蔥,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,洋蔥,洋蔥
蔥,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蔥,蔥
蒜頭,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蒜頭,蒜
辣椒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,辣椒,辣椒
熟白芝麻,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,熟白芝麻,芝麻
韓國芝麻油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,韓國芝麻油,食用油
華盛頓翠玉蘋果,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,華盛頓翠玉蘋果,蘋果
野櫻莓果醋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,野櫻莓果醋,醋
鹽,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,鹽,鹽
包心白菜,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,包心白菜,白菜
蒜苗,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蒜苗,蒜苗
XO醬,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,XO醬,XO醬
雞粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞粉,雞粉
鹽,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,鹽,鹽
輪切鮭魚,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,輪切鮭魚,鮭魚
食用油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,食用油,食用油
冰豆奶或冰牛奶,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,冰豆奶或冰牛奶,奶
植物油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,植物油,食用油
低筋麵粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,低筋麵粉,麵粉
黑芝麻粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,黑芝麻粉,芝麻粉
蛋黃,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蛋黃,雞蛋
黑糖粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,黑糖粉,黑糖
地瓜粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,地瓜粉,地瓜粉
中筋麵粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,中筋麵粉,麵粉
高筋麵粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,高筋麵粉,麵粉
酵母粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,酵母粉,酵母
無鹽奶油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,無鹽奶油,奶油
植物油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,植物油,食用油
泡麵麵餅,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,泡麵麵餅,麵
太陽蛋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,太陽蛋,雞蛋
溏心蛋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,溏心蛋,蛋
豬絞肉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,豬絞肉,豬肉
洋蔥,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,洋蔥,洋蔥
蒜頭,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蒜頭,蒜
紅辣椒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,紅辣椒,辣椒
朝天椒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,朝天椒,朝天椒
打拋葉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,打拋葉,打拋葉
九層塔,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,九層塔,九層塔
魚露,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,魚露,魚露
蠔油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蠔油,蠔油
老抽,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,老抽,醬油
砂糖,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,砂糖,糖
雞粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞粉,雞粉
熱水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,熱水,水
米,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,米,米
蛤蠣,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蛤蠣,蛤蠣
花枝,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,花枝,花枝
蚵仔,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蚵仔,蚵仔
鱸魚,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,鱸魚,鱸魚
雞湯塊,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,雞湯塊,雞湯
水,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,水,水
大白菜,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,大白菜,大白菜
青江菜,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,青江菜,青江菜
黃豆干,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,黃豆干,豆干
老薑,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,老薑,薑
蒜頭,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,蒜頭,蒜
香菜,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,香菜,香菜
大辣椒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,大辣椒,辣椒
朝天椒,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,朝天椒,朝天椒
香油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,香油,芝麻油
醬油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,醬油,醬油
香菇素蠔油,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,香菇素蠔油,蠔油
白醋,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,白醋,白醋
砂糖,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,砂糖,糖
味精,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,味精,味精
糯米粉,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,糯米粉,糯米粉
嫩豆腐,2025-11-28 06:00:28,2025-11-28 06:00:28,pending,嫩豆腐,豆腐
