recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
483760,icook,main ingredients,豬里肌肉片(薄),250g,2025-11-26 20:45:17,2025-11-26 20:45:17,g,250.0,1.0
483760,icook,main ingredients,洋蔥,1/4顆,2025-11-26 20:45:17,2025-11-26 20:45:17,顆,0.25,180.0
483760,icook,main ingredients,紅蘿蔔,1/4條,2025-11-26 20:45:17,2025-11-26 20:45:17,條,0.25,150.0
483760,icook,main ingredients,貝貝南瓜,1/2顆,2025-11-26 20:45:17,2025-11-26 20:45:17,顆,0.5,500.0
483760,icook,main ingredients,高麗菜,300g,2025-11-26 20:45:17,2025-11-26 20:45:17,g,300.0,1.0
483760,icook,main ingredients,青江菜,3顆,2025-11-26 20:45:17,2025-11-26 20:45:17,顆,3.0,120.0
483760,icook,main ingredients,青蔥,1根,2025-11-26 20:45:17,2025-11-26 20:45:17,根,1.0,15.0
483760,icook,main ingredients,金針菇,1包,2025-11-26 20:45:17,2025-11-26 20:45:17,包,1.0,200.0
483760,icook,main ingredients,丸子類,10顆,2025-11-26 20:45:17,2025-11-26 20:45:17,顆,10.0,20.0
483760,icook,main ingredients,凍豆腐,1塊,2025-11-26 20:45:17,2025-11-26 20:45:17,塊,1.0,150.0
483760,icook,main ingredients,小磨坊-和風壽喜燒鍋,1包,2025-11-26 20:45:17,2025-11-26 20:45:17,包,1.0,50.0
483760,icook,main ingredients,水,700cc,2025-11-26 20:45:17,2025-11-26 20:45:17,cc,700.0,1.0
483760,icook,main ingredients,鹽(視需要),1/4茶匙,2025-11-26 20:45:17,2025-11-26 20:45:17,茶匙,0.25,5.0
484463,icook,main ingredients,起酥片,2片,2025-11-26 20:45:17,2025-11-26 20:45:17,片,2.0,70.0
484463,icook,main ingredients,熱狗,1包,2025-11-26 20:45:17,2025-11-26 20:45:17,包,1.0,300.0
484466,icook,sauce,華盛頓加拉蘋果,1顆,2025-11-26 20:45:17,2025-11-26 20:45:17,顆,1.0,180.0
484466,icook,sauce,威士忌,50克,2025-11-26 20:45:17,2025-11-26 20:45:17,g,50.0,1.0
484466,icook,sauce,糖,50克,2025-11-26 20:45:17,2025-11-26 20:45:17,g,50.0,1.0
484466,icook,sauce,檸檬汁,30克,2025-11-26 20:45:17,2025-11-26 20:45:17,g,30.0,1.0
484469,icook,main ingredients,紅面鴨,1隻,2025-11-26 20:45:17,2025-11-26 20:45:17,隻,1.0,1500.0
484469,icook,main ingredients,老姜,1支,2025-11-26 20:45:17,2025-11-26 20:45:17,支,1.0,50.0
