ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
高麗菜,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,高麗菜,高麗菜
米紙,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,米紙,米紙
雞蛋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,雞蛋,雞蛋
培根,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,培根,培根
大阪燒醬,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,大阪燒醬,醬
日式美乃滋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,日式美乃滋,美乃滋
高麗菜,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,高麗菜,高麗菜
芋頭,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,芋頭,芋頭
腰子,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,腰子,腰子
麻油,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,麻油,芝麻油
千張豆皮,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,千張豆皮,豆皮
雞蛋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,雞蛋,雞蛋
水煮五鮪魚罐頭,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,水煮五鮪魚罐頭,鮪魚
玉米粒,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,玉米粒,玉米
番茄片,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,番茄片,番茄
A菜,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,A菜,A菜
B.B.美美辣醬,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,B.B.美美辣醬,辣醬
彩椒,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,彩椒,彩椒
小黃瓜,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,小黃瓜,小黃瓜
鮪魚罐頭,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,鮪魚罐頭,鮪魚
水煮蛋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,水煮蛋,雞蛋
玉米粒,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,玉米粒,玉米
無糖優格,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,無糖優格,優格
B.B.美美辣醬,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,B.B.美美辣醬,辣醬
鮮蝦,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,鮮蝦,蝦
慶豐虱目魚丸,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,慶豐虱目魚丸,虱目魚丸
三角油豆腐,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,三角油豆腐,油豆腐
豆芽菜,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,豆芽菜,豆芽菜
叻沙醬包,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,叻沙醬包,叻沙醬
水,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,水,水
十全120天完熟烏醋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,十全120天完熟烏醋,烏醋
醬油,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,醬油,醬油
豬肉片,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,豬肉片,豬肉
水蓮,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,水蓮,水蓮
十全120天完熟烏醋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,十全120天完熟烏醋,烏醋
醬油,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,醬油,醬油
太白粉,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,太白粉,太白粉
蛋,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,蛋,雞蛋
巨蟹棒,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,巨蟹棒,蟹肉棒
高麗菜,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,高麗菜,高麗菜
烹大師鰹魚粉,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,烹大師鰹魚粉,鰹魚粉
華盛頓翠玉蘋果,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,華盛頓翠玉蘋果,蘋果
豆漿,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,豆漿,豆漿
華盛頓加拉蘋果,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,華盛頓加拉蘋果,蘋果
紅棗,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,紅棗,紅棗
枸杞,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,枸杞,枸杞
水,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,水,水
蝶豆花,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,蝶豆花,蝶豆花
熱水,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,熱水,水
砂糖,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,砂糖,糖
洋菜粉,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,洋菜粉,洋菜粉
水性粉,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,水性粉,粉
細砂糖,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,細砂糖,糖
容器+蓋子,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,容器+蓋子,容器+蓋子
去骨雞腿肉,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,去骨雞腿肉,雞肉
青蔥,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,青蔥,蔥
蒜片,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,蒜片,蒜
辣椒,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,辣椒,辣椒
冰糖,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,冰糖,糖
醬油,2025-11-25 01:39:19,2025-11-25 01:39:19,pending,醬油,醬油
