recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484763,icook,main ingredients,毛綠豆(粉綠豆),半杯/70g,2025-11-29 09:18:46,2025-11-29 09:18:46,g,70.0,1.0
484763,icook,main ingredients,大麥仁(小薏仁),半杯/65g,2025-11-29 09:18:46,2025-11-29 09:18:46,g,65.0,1.0
484763,icook,main ingredients,冷水,1公升,2025-11-29 09:18:46,2025-11-29 09:18:46,公升,1.0,1000.0
484763,icook,sauce,冰糖,60g,2025-11-29 09:18:46,2025-11-29 09:18:46,g,60.0,1.0
484763,icook,sauce,貳砂糖,60g,2025-11-29 09:18:46,2025-11-29 09:18:46,g,60.0,1.0
484763,icook,sauce,熱水,500ml,2025-11-29 09:18:46,2025-11-29 09:18:46,cc,500.0,1.0
484338,icook,main ingredients,豬里肌肉片(薄),10片,2025-11-29 09:18:46,2025-11-29 09:18:46,片,10.0,40.0
484338,icook,main ingredients,金針菇,1包(200g),2025-11-29 09:18:46,2025-11-29 09:18:46,包,1.0,200.0
484338,icook,main ingredients,青蔥,1根,2025-11-29 09:18:46,2025-11-29 09:18:46,根,1.0,15.0
484338,icook,main ingredients,熟白芝麻,1/2茶匙,2025-11-29 09:18:46,2025-11-29 09:18:46,茶匙,0.5,5.0
484338,icook,sauce,小磨坊-和風壽喜燒醬,0.5包(50g),2025-11-29 09:18:46,2025-11-29 09:18:46,包,0.5,50.0
484338,icook,sauce,水,3大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,3.0,15.0
484766,icook,main ingredients,雞蛋,2顆,2025-11-29 09:18:46,2025-11-29 09:18:46,顆,2.0,55.0
484766,icook,main ingredients,韭菜,30克,2025-11-29 09:18:46,2025-11-29 09:18:46,g,30.0,1.0
484766,icook,main ingredients,蝦皮,5克,2025-11-29 09:18:46,2025-11-29 09:18:46,g,5.0,1.0
484766,icook,main ingredients,鹽,1克,2025-11-29 09:18:46,2025-11-29 09:18:46,g,1.0,1.0
484766,icook,main ingredients,烹大師鰹魚粉,1克,2025-11-29 09:18:46,2025-11-29 09:18:46,g,1.0,1.0
484766,icook,main ingredients,水,600毫升,2025-11-29 09:18:46,2025-11-29 09:18:46,cc,600.0,1.0
484766,icook,main ingredients,十全180天完熟米醋,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484766,icook,main ingredients,香油,0.5小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,0.5,5.0
484765,icook,main ingredients,去骨雞腿排,1片,2025-11-29 09:18:46,2025-11-29 09:18:46,片,1.0,200.0
484765,icook,main ingredients,白菜,半顆,2025-11-29 09:18:46,2025-11-29 09:18:46,顆,0.5,500.0
484765,icook,main ingredients,鴻禧菇雪白菇,1包,2025-11-29 09:18:46,2025-11-29 09:18:46,包,1.0,100.0
484765,icook,main ingredients,高湯包,1包,2025-11-29 09:18:46,2025-11-29 09:18:46,包,1.0,10.0
484765,icook,main ingredients,柚子胡椒,1小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,1.0,5.0
484765,icook,main ingredients,水,500毫升,2025-11-29 09:18:46,2025-11-29 09:18:46,cc,500.0,1.0
484765,icook,sauce,黑胡椒粉,1/4小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,0.25,5.0
484765,icook,sauce,鹽,1/4小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,0.25,5.0
484765,icook,sauce,米酒,1小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,1.0,5.0
484743,icook,main ingredients,黃耆,10克,2025-11-29 09:18:46,2025-11-29 09:18:46,g,10.0,1.0
484743,icook,main ingredients,黨森,10克,2025-11-29 09:18:46,2025-11-29 09:18:46,g,10.0,1.0
484743,icook,main ingredients,雞腿,1,2025-11-29 09:18:46,2025-11-29 09:18:46,個,1.0,150.0
484743,icook,main ingredients,白蘿蔔,150,2025-11-29 09:18:46,2025-11-29 09:18:46,g,150.0,1.0
484743,icook,main ingredients,薑片,5片,2025-11-29 09:18:46,2025-11-29 09:18:46,片,5.0,3.0
484743,icook,main ingredients,香菇,5,2025-11-29 09:18:46,2025-11-29 09:18:46,個,5.0,10.0
484743,icook,main ingredients,白胡椒,0,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,0.0,5.0
484743,icook,main ingredients,鹽,0,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,0.0,5.0
484009,icook,main ingredients,雞腿肉,1片,2025-11-29 09:18:46,2025-11-29 09:18:46,片,1.0,30.0
484009,icook,main ingredients,油,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484009,icook,main ingredients,洋蔥,1顆,2025-11-29 09:18:46,2025-11-29 09:18:46,顆,1.0,180.0
484009,icook,main ingredients,辣椒醬,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484009,icook,main ingredients,毛豆,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484009,icook,main ingredients,蠔油,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484009,icook,main ingredients,米酒,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484009,icook,main ingredients,糖,1小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,1.0,5.0
484009,icook,main ingredients,水,150毫升,2025-11-29 09:18:46,2025-11-29 09:18:46,cc,150.0,1.0
484767,icook,main ingredients,玉米筍,8根,2025-11-29 09:18:46,2025-11-29 09:18:46,根,8.0,7.0
484767,icook,main ingredients,杏鮑菇,3根,2025-11-29 09:18:46,2025-11-29 09:18:46,根,3.0,75.0
484767,icook,main ingredients,李錦記叉燒醬,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484767,icook,main ingredients,米酒,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484767,icook,main ingredients,味醂,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484767,icook,main ingredients,鹽,0.5小匙,2025-11-29 09:18:46,2025-11-29 09:18:46,小匙,0.5,5.0
484767,icook,main ingredients,油,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
484767,icook,main ingredients,蒜末,1大匙,2025-11-29 09:18:46,2025-11-29 09:18:46,大匙,1.0,15.0
