recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number
484231,icook,main ingredients,高麗菜,300g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,300.0
484231,icook,main ingredients,紅蘿蔔,5片,2025-11-26 21:10:41,2025-11-26 21:10:41,片,5.0
484231,icook,main ingredients,小黃瓜,半根,2025-11-26 21:10:41,2025-11-26 21:10:41,根,0.5
484231,icook,main ingredients,糖,3g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,3.0
484231,icook,main ingredients,鹽,10g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,10.0
484231,icook,main ingredients,十全180天完熟米醋,15g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,15.0
484231,icook,main ingredients,蒜頭,1顆,2025-11-26 21:10:41,2025-11-26 21:10:41,顆,1.0
484231,icook,main ingredients,辣椒,1根,2025-11-26 21:10:41,2025-11-26 21:10:41,根,1.0
484232,icook,main ingredients,鯖魚,一片,2025-11-26 21:10:41,2025-11-26 21:10:41,片,1.0
484232,icook,main ingredients,嫩豆腐,半盒,2025-11-26 21:10:41,2025-11-26 21:10:41,盒,0.5
484232,icook,main ingredients,紅蘿蔔,4片,2025-11-26 21:10:41,2025-11-26 21:10:41,片,4.0
484232,icook,main ingredients,小黃瓜,半根,2025-11-26 21:10:41,2025-11-26 21:10:41,根,0.5
484232,icook,main ingredients,蒜頭,1顆,2025-11-26 21:10:41,2025-11-26 21:10:41,顆,1.0
484232,icook,main ingredients,醬油,15g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,15.0
484232,icook,main ingredients,蠔油,10g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,10.0
484232,icook,main ingredients,十全120天完熟烏醋,10g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,10.0
484232,icook,main ingredients,鹽,5g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,5.0
484232,icook,main ingredients,糖,5g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,5.0
484203,icook,main ingredients,美國茉莉香米.,200g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,200.0
484203,icook,main ingredients,水,200cc,2025-11-26 21:10:41,2025-11-26 21:10:41,cc,200.0
484203,icook,main ingredients,雞蛋<打散>,3個,2025-11-26 21:10:41,2025-11-26 21:10:41,個,3.0
484203,icook,main ingredients,蔥<切碎>,2根,2025-11-26 21:10:41,2025-11-26 21:10:41,根,2.0
484203,icook,main ingredients,醬油膏,1.5大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,1.5
484203,icook,main ingredients,胡椒鹽,適量,2025-11-26 21:10:41,2025-11-26 21:10:41,適量,1.0
483888,icook,main ingredients,美國稻米,1杯,2025-11-26 21:10:41,2025-11-26 21:10:41,杯,1.0
483888,icook,main ingredients,雞湯料理包,1包,2025-11-26 21:10:41,2025-11-26 21:10:41,包,1.0
484233,icook,main ingredients,花椰菜梗,3根,2025-11-26 21:10:41,2025-11-26 21:10:41,根,3.0
484233,icook,main ingredients,十全120天完熟烏醋,1匙,2025-11-26 21:10:41,2025-11-26 21:10:41,匙,1.0
484233,icook,main ingredients,砂糖,1匙,2025-11-26 21:10:41,2025-11-26 21:10:41,匙,1.0
484233,icook,main ingredients,醬油,1匙,2025-11-26 21:10:41,2025-11-26 21:10:41,匙,1.0
484233,icook,main ingredients,麻油,1小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,1.0
484233,icook,main ingredients,八角,1朵,2025-11-26 21:10:41,2025-11-26 21:10:41,朵,1.0
484211,icook,main ingredients,高筋麵粉,160克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,160.0
484211,icook,main ingredients,酵母粉,1/2茶匙,2025-11-26 21:10:41,2025-11-26 21:10:41,茶匙,0.5
484211,icook,main ingredients,糖,5克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,5.0
484211,icook,main ingredients,鹽,1/2茶匙,2025-11-26 21:10:41,2025-11-26 21:10:41,茶匙,0.5
484211,icook,main ingredients,水,80克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,80.0
484211,icook,main ingredients,洛神花蜜餞,30克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,30.0
484211,icook,main ingredients,油,1茶匙,2025-11-26 21:10:41,2025-11-26 21:10:41,茶匙,1.0
484211,icook,sauce,砂糖,30克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,30.0
484211,icook,sauce,水,800毫升,2025-11-26 21:10:41,2025-11-26 21:10:41,cc,800.0
484235,icook,main ingredients,豬後腿瘦絞肉,350g,2025-11-26 21:10:41,2025-11-26 21:10:41,g,350.0
484235,icook,main ingredients,水,100cc,2025-11-26 21:10:41,2025-11-26 21:10:41,cc,100.0
484235,icook,main ingredients,柚肉和風醬,3大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,3.0
484235,icook,main ingredients,咖哩醬,2大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,2.0
484235,icook,main ingredients,黑胡椒粒,1/4小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,0.25
484179,icook,main ingredients,豬肋排,365克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,365.0
484179,icook,main ingredients,芋頭,340克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,340.0
484179,icook,main ingredients,蒜,50克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,50.0
484179,icook,main ingredients,鹽,1.5小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,1.5
484218,icook,main ingredients,豬絞肉細,1盒,2025-11-26 21:10:41,2025-11-26 21:10:41,盒,1.0
484218,icook,main ingredients,番茄,2顆,2025-11-26 21:10:41,2025-11-26 21:10:41,顆,2.0
484218,icook,main ingredients,紅蔥頭,10瓣,2025-11-26 21:10:41,2025-11-26 21:10:41,瓣,10.0
484218,icook,main ingredients,香菜,1小把,2025-11-26 21:10:41,2025-11-26 21:10:41,小把,1.0
484218,icook,main ingredients,十全120天完熟烏醋,3大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,3.0
484218,icook,main ingredients,醬油,2大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,2.0
484218,icook,main ingredients,鹽,1大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,1.0
484200,icook,main ingredients,生豆包,5片,2025-11-26 21:10:41,2025-11-26 21:10:41,片,5.0
484200,icook,main ingredients,小黃瓜,條,2025-11-26 21:10:41,2025-11-26 21:10:41,條,1.0
484200,icook,main ingredients,蒜瓣,3瓣,2025-11-26 21:10:41,2025-11-26 21:10:41,瓣,3.0
484200,icook,main ingredients,食用油,1/2大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,0.5
484200,icook,sauce,鹽,1/4小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,0.25
484200,icook,sauce,白胡椒粉,1/5小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,0.2
484200,icook,sauce,黑胡椒粒,1/4小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,0.25
483830,icook,main ingredients,豬肋排,1條,2025-11-26 21:10:41,2025-11-26 21:10:41,條,1.0
483830,icook,main ingredients,泡菜,300克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,300.0
483830,icook,main ingredients,馬鈴薯,1顆,2025-11-26 21:10:41,2025-11-26 21:10:41,顆,1.0
483830,icook,main ingredients,蒜頭,8瓣,2025-11-26 21:10:41,2025-11-26 21:10:41,瓣,8.0
483830,icook,main ingredients,洋蔥,1顆,2025-11-26 21:10:41,2025-11-26 21:10:41,顆,1.0
483830,icook,main ingredients,昆布（可省略）,2片,2025-11-26 21:10:41,2025-11-26 21:10:41,片,2.0
483830,icook,main ingredients,水,500毫升,2025-11-26 21:10:41,2025-11-26 21:10:41,cc,500.0
483830,icook,sauce,韓式辣椒醬,2大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,2.0
483830,icook,sauce,醬油,3大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,3.0
483830,icook,sauce,糖,2大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,2.0
483830,icook,sauce,韓式辣椒粉（粗）,0.5大匙,2025-11-26 21:10:41,2025-11-26 21:10:41,大匙,0.5
484238,icook,main ingredients,雞腿,1～2支,2025-11-26 21:10:41,2025-11-26 21:10:41,支,1.5
484238,icook,main ingredients,蒜頭,20瓣,2025-11-26 21:10:41,2025-11-26 21:10:41,瓣,20.0
484238,icook,main ingredients,鹽巴,3小匙,2025-11-26 21:10:41,2025-11-26 21:10:41,小匙,3.0
484238,icook,main ingredients,胡椒粉,少許,2025-11-26 21:10:41,2025-11-26 21:10:41,少許,1.0
483858,icook,main ingredients,450克吐司模,1個,2025-11-26 21:10:41,2025-11-26 21:10:41,個,1.0
483858,icook,sauce,牛奶,180克,2025-11-26 21:10:41,2025-11-26 21:10:41,g,180.0
