recept_id,recipe_name,author,good,recipe_url,browsing_num,people,cooking_time,recept_type,ingredients,quantity,unit,recipe_source,recipe_upload_date,crawl_datetime
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",main ingredients,雞腿,2隻,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",main ingredients,洋蔥,1顆,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",main ingredients,紅蘿蔔,0.5條,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",main ingredients,華盛頓加拉蘋果,1顆,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",main ingredients,食用油,適量,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",main ingredients,胡椒粉,適量,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",sauce,醬油,20ml,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",sauce,米酒,10ml,,icook,2025-11-26,2025-11-27 01:01:20.923164
484697,蘋果燉雞腿,喵喵,2,https://icook.tw/recipes/484697,88瀏覽,"3
人份","時間

45
分鐘",sauce,味霖,10ml,,icook,2025-11-26,2025-11-27 01:01:20.923164
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",main ingredients,五花肉片,100g,,icook,2025-11-26,2025-11-27 01:01:23.554083
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",main ingredients,嫩豆腐,半盒,,icook,2025-11-26,2025-11-27 01:01:23.554083
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",sauce,薑片(去腥暖胃),3片,,icook,2025-11-26,2025-11-27 01:01:23.554083
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",sauce,青蔥,1根,,icook,2025-11-26,2025-11-27 01:01:23.554083
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",sauce,砂糖,1 大匙,,icook,2025-11-26,2025-11-27 01:01:23.554083
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",sauce,醬油,1.5 大匙,,icook,2025-11-26,2025-11-27 01:01:23.554083
484698,🌹醉霞凝玉佐肉舞,福姊,,https://icook.tw/recipes/484698,109瀏覽,"1
人份","時間

15
分鐘",sauce,米酒,1 大匙,,icook,2025-11-26,2025-11-27 01:01:23.554083
484680,蘋果鯖魚,Amy's Kitchen,2,https://icook.tw/recipes/484680,84瀏覽,,"時間

15
分鐘",main ingredients,鯖魚,1尾390克,,icook,2025-11-26,2025-11-27 01:01:25.087887
484680,蘋果鯖魚,Amy's Kitchen,2,https://icook.tw/recipes/484680,84瀏覽,,"時間

15
分鐘",main ingredients,華盛頓富士蘋果,1/2顆,,icook,2025-11-26,2025-11-27 01:01:25.087887
484680,蘋果鯖魚,Amy's Kitchen,2,https://icook.tw/recipes/484680,84瀏覽,,"時間

15
分鐘",main ingredients,洋蔥(小),1顆,,icook,2025-11-26,2025-11-27 01:01:25.087887
484680,蘋果鯖魚,Amy's Kitchen,2,https://icook.tw/recipes/484680,84瀏覽,,"時間

15
分鐘",main ingredients,秋葵,4根,,icook,2025-11-26,2025-11-27 01:01:25.087887
484680,蘋果鯖魚,Amy's Kitchen,2,https://icook.tw/recipes/484680,84瀏覽,,"時間

15
分鐘",main ingredients,食用油,1/2大匙,,icook,2025-11-26,2025-11-27 01:01:25.087887
484680,蘋果鯖魚,Amy's Kitchen,2,https://icook.tw/recipes/484680,84瀏覽,,"時間

15
分鐘",main ingredients,黑胡椒粒,1/4小匙,,icook,2025-11-26,2025-11-27 01:01:25.087887
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,韓式冬粉,250克,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,牛肉片,300克,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,杏鮑菇,1條,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,豆包,2片,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,玉米筍,8根,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,冷凍菠菜,隨意,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,紅蘿蔔（小）,1條,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",main ingredients,蒜頭,6瓣,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",sauce,韓式烤肉醬,5大匙,,icook,2025-11-26,2025-11-27 01:01:25.836805
484696,雜菜韓式冬粉,哩哩愛煮,,https://icook.tw/recipes/484696,68瀏覽,"3
人份","時間

45
分鐘",sauce,韓國香油,適量,,icook,2025-11-26,2025-11-27 01:01:25.836805
484704,懶人料理「奶油蘑菇濃湯」跟小熊一起泡澡♪,Popo小日子,3,https://icook.tw/recipes/484704,72瀏覽,"2
人份","時間

15
分鐘",main ingredients,金寶奶油風味蘑菇濃湯,1罐,,icook,2025-11-26,2025-11-27 01:01:26.486956
484704,懶人料理「奶油蘑菇濃湯」跟小熊一起泡澡♪,Popo小日子,3,https://icook.tw/recipes/484704,72瀏覽,"2
人份","時間

15
分鐘",main ingredients,牛奶,適量,,icook,2025-11-26,2025-11-27 01:01:26.486956
484704,懶人料理「奶油蘑菇濃湯」跟小熊一起泡澡♪,Popo小日子,3,https://icook.tw/recipes/484704,72瀏覽,"2
人份","時間

15
分鐘",main ingredients,吐司,數片,,icook,2025-11-26,2025-11-27 01:01:26.486956
484704,懶人料理「奶油蘑菇濃湯」跟小熊一起泡澡♪,Popo小日子,3,https://icook.tw/recipes/484704,72瀏覽,"2
人份","時間

15
分鐘",main ingredients,可可粉,少許,,icook,2025-11-26,2025-11-27 01:01:26.486956
484685,新手筆記-蒸蛋,茉茉,1,https://icook.tw/recipes/484685,126瀏覽,,,main ingredients,蛋,1,,icook,2025-11-26,2025-11-27 01:01:28.468537
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",main ingredients,白蝦,5隻,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",main ingredients,火鍋肉片,適量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",main ingredients,白麵條,適量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",sauce,鹽,少量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",sauce,味精,少量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",sauce,油蔥酥,適量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",sauce,䕃苦瓜鳳梨醬,適量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484688,䕃鳳梨蝦肉炒白麵,粿哥的好味道👅,,https://icook.tw/recipes/484688,137瀏覽,"1
人份","時間

20
分鐘",sauce,水,少量,,icook,2025-11-26,2025-11-27 01:01:28.880223
484672,湯水篇｜羊肚菌栗子響螺頭豬骨湯,蝸煮,,https://icook.tw/recipes/484672,64瀏覽,"4
人份","時間

120
分鐘",main ingredients,乾羊肚菌,10 g,,icook,2025-11-26,2025-11-27 01:01:29.287111
484672,湯水篇｜羊肚菌栗子響螺頭豬骨湯,蝸煮,,https://icook.tw/recipes/484672,64瀏覽,"4
人份","時間

120
分鐘",main ingredients,栗子,156 g,,icook,2025-11-26,2025-11-27 01:01:29.287111
484672,湯水篇｜羊肚菌栗子響螺頭豬骨湯,蝸煮,,https://icook.tw/recipes/484672,64瀏覽,"4
人份","時間

120
分鐘",main ingredients,急凍響螺頭,2 隻,,icook,2025-11-26,2025-11-27 01:01:29.287111
484672,湯水篇｜羊肚菌栗子響螺頭豬骨湯,蝸煮,,https://icook.tw/recipes/484672,64瀏覽,"4
人份","時間

120
分鐘",main ingredients,乾冬菇,4 粒,,icook,2025-11-26,2025-11-27 01:01:29.287111
484672,湯水篇｜羊肚菌栗子響螺頭豬骨湯,蝸煮,,https://icook.tw/recipes/484672,64瀏覽,"4
人份","時間

120
分鐘",main ingredients,豬骨,136 g,,icook,2025-11-26,2025-11-27 01:01:29.287111
