recept_id,recipe_source,recept_type,ingredients,quantity,ins_timestamp,upd_timestamp,unit_name,unit_number,Normalized_Weight_g
484552,icook,main ingredients,麵線,3束,2025-11-24 09:28:21,2025-11-24 09:28:21,束,3.0,60.0
484552,icook,main ingredients,豬高湯,420毫升,2025-11-24 09:28:21,2025-11-24 09:28:21,cc,420.0,1.0
484552,icook,main ingredients,水（可續加）,1公升,2025-11-24 09:28:21,2025-11-24 09:28:21,公升,1.0,1000.0
484552,icook,main ingredients,柴魚片,1小把,2025-11-24 09:28:21,2025-11-24 09:28:21,小把,1.0,7.0
484552,icook,main ingredients,蒜酥,10克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,10.0,1.0
484552,icook,main ingredients,紅蔥頭,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
484552,icook,main ingredients,油蔥酥,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
484552,icook,main ingredients,醬油,2大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,2.0,15.0
484552,icook,main ingredients,胡椒粉,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484552,icook,main ingredients,烏醋,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484552,icook,main ingredients,太白粉,2大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,2.0,15.0
484552,icook,main ingredients,水（勾芡用）,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
476604,icook,main ingredients,米紙,10張,2025-11-24 09:28:21,2025-11-24 09:28:21,張,10.0,15.0
476604,icook,main ingredients,蔥花,1小匙,2025-11-24 09:28:21,2025-11-24 09:28:21,小匙,1.0,5.0
476604,icook,main ingredients,白芝麻,1茶匙,2025-11-24 09:28:21,2025-11-24 09:28:21,茶匙,1.0,5.0
476604,icook,main ingredients,蒜末,1茶匙,2025-11-24 09:28:21,2025-11-24 09:28:21,茶匙,1.0,5.0
476604,icook,sauce,油潑辣子,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
476604,icook,sauce,醬油,2小匙,2025-11-24 09:28:21,2025-11-24 09:28:21,小匙,2.0,5.0
476604,icook,sauce,烏醋,1小匙,2025-11-24 09:28:21,2025-11-24 09:28:21,小匙,1.0,5.0
476604,icook,sauce,蠔油,1小匙,2025-11-24 09:28:21,2025-11-24 09:28:21,小匙,1.0,5.0
476604,icook,sauce,糖,1茶匙,2025-11-24 09:28:21,2025-11-24 09:28:21,茶匙,1.0,5.0
484553,icook,main ingredients,加拉蘋果,2顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,2.0,190.0
484553,icook,main ingredients,起酥片,2片,2025-11-24 09:28:21,2025-11-24 09:28:21,片,2.0,70.0
484553,icook,main ingredients,蛋黃液,1份,2025-11-24 09:28:21,2025-11-24 09:28:21,份,1.0,19.0
484553,icook,main ingredients,白糖,1克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,1.0,1.0
484553,icook,main ingredients,果醬或蜂蜜,1克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,1.0,1.0
484556,icook,main ingredients,蛋,1顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,1.0,55.0
484556,icook,main ingredients,熱水,110克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,110.0,1.0
484556,icook,main ingredients,烹大師鰹魚粉,1克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,1.0,1.0
484556,icook,main ingredients,塩,1/4t,2025-11-24 09:28:21,2025-11-24 09:28:21,t,0.25,5.0
484556,icook,main ingredients,味醂,1/2t,2025-11-24 09:28:21,2025-11-24 09:28:21,t,0.5,5.0
484557,icook,main ingredients,挪威鮭魚,2片/800g,2025-11-24 09:28:21,2025-11-24 09:28:21,g,800.0,1.0
484557,icook,main ingredients,青蔥,2支,2025-11-24 09:28:21,2025-11-24 09:28:21,支,2.0,15.0
484557,icook,main ingredients,老薑,1塊,2025-11-24 09:28:21,2025-11-24 09:28:21,塊,1.0,40.0
484557,icook,main ingredients,米酒,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484557,icook,main ingredients,食鹽,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484557,icook,main ingredients,白胡椒粉,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484557,icook,sauce,青蔥,2支,2025-11-24 09:28:21,2025-11-24 09:28:21,支,2.0,15.0
484557,icook,sauce,蒜頭,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
484557,icook,sauce,醬油,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
484557,icook,sauce,香油,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
484557,icook,sauce,蔭豆豉,1大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,1.0,15.0
484557,icook,sauce,剁椒醬,3大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,3.0,15.0
484557,icook,sauce,紹興酒,3大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,3.0,15.0
484557,icook,sauce,食用油,3大匙,2025-11-24 09:28:21,2025-11-24 09:28:21,大匙,3.0,15.0
484557,icook,sauce,味精,1/4茶匙,2025-11-24 09:28:21,2025-11-24 09:28:21,茶匙,0.25,5.0
484560,icook,main ingredients,空心菜,1包,2025-11-24 09:28:21,2025-11-24 09:28:21,包,1.0,250.0
484560,icook,main ingredients,蒜片,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484560,icook,main ingredients,牛肉,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484558,icook,main ingredients,植物奶油,約10克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,10.0,1.0
484558,icook,main ingredients,水,約1200ml,2025-11-24 09:28:21,2025-11-24 09:28:21,cc,1200.0,1.0
484558,icook,main ingredients,凍豆腐丁,13-15塊,2025-11-24 09:28:21,2025-11-24 09:28:21,塊,14.0,
484558,icook,main ingredients,紅蘿蔔,1條,2025-11-24 09:28:21,2025-11-24 09:28:21,條,1.0,150.0
484558,icook,main ingredients,蕃茄,2顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,2.0,
484558,icook,main ingredients,西洋芹,3根,2025-11-24 09:28:21,2025-11-24 09:28:21,根,3.0,
484558,icook,main ingredients,雪白菇,一包,2025-11-24 09:28:21,2025-11-24 09:28:21,包,1.0,120.0
484558,icook,main ingredients,紅椒,一顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,1.0,170.0
484558,icook,main ingredients,馬鈴薯,2顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,2.0,200.0
484558,icook,main ingredients,玉米筍,8根,2025-11-24 09:28:21,2025-11-24 09:28:21,根,8.0,7.0
484558,icook,main ingredients,高麗菜,約13-15片,2025-11-24 09:28:21,2025-11-24 09:28:21,片,14.0,20.0
484558,icook,main ingredients,月桂葉,3-4片,2025-11-24 09:28:21,2025-11-24 09:28:21,片,3.5,0.5
484558,icook,main ingredients,黑楜椒粒,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484558,icook,main ingredients,義式香料,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484558,icook,main ingredients,蕃茄醬,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484562,icook,main ingredients,雞腿排,2,2025-11-24 09:28:21,2025-11-24 09:28:21,個,2.0,200.0
484562,icook,main ingredients,蔥,3根,2025-11-24 09:28:21,2025-11-24 09:28:21,根,3.0,15.0
484562,icook,main ingredients,薑,3片,2025-11-24 09:28:21,2025-11-24 09:28:21,片,3.0,10.0
484562,icook,main ingredients,胡椒鹽,少許,2025-11-24 09:28:21,2025-11-24 09:28:21,少許,1.0,0.5
484555,icook,main ingredients,湯種,100公克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,100.0,1.0
484555,icook,main ingredients,高筋麵粉,190克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,190.0,1.0
484555,icook,main ingredients,中筋麵粉,50克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,50.0,1.0
484555,icook,main ingredients,三溫糖,13克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,13.0,1.0
484555,icook,main ingredients,玫瑰花醬,30克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,30.0,1.0
484555,icook,main ingredients,奶油,20克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,20.0,1.0
484555,icook,main ingredients,乾燥玫瑰花（壓碎）,5克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,5.0,1.0
484555,icook,main ingredients,乾燥玫瑰花（泡水用）,3克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,3.0,1.0
484555,icook,main ingredients,水或玫瑰水,148克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,148.0,1.0
484555,icook,main ingredients,鹽,4克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,4.0,1.0
484555,icook,main ingredients,酵母,2克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,2.0,1.0
484555,icook,main ingredients,核桃,70-80克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,75.0,1.0
484555,icook,main ingredients,杏桃乾,40克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,40.0,1.0
484563,icook,main ingredients,洋蔥,半顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,0.5,180.0
484563,icook,main ingredients,中華黃金豆腐,1盒,2025-11-24 09:28:21,2025-11-24 09:28:21,盒,1.0,350.0
484563,icook,main ingredients,醬油,2小匙,2025-11-24 09:28:21,2025-11-24 09:28:21,小匙,2.0,5.0
484550,icook,main ingredients,高筋麵粉,250克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,250.0,1.0
484550,icook,main ingredients,糖,20克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,20.0,1.0
484550,icook,main ingredients,牛奶,180克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,180.0,1.0
484550,icook,main ingredients,速發酵母,4克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,4.0,1.0
484550,icook,main ingredients,鹽,3克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,3.0,1.0
484550,icook,main ingredients,無鹽奶油,20克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,20.0,1.0
484550,icook,main ingredients,全蛋液,1顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,1.0,55.0
484550,icook,main ingredients,蘋果果醬,120克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,120.0,1.0
484550,icook,sauce,無籽葡萄乾,12顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,12.0,0.5
484550,icook,sauce,蝴蝶造型餅乾,24個,2025-11-24 09:28:21,2025-11-24 09:28:21,個,24.0,15.0
484550,icook,sauce,苦甜巧克力磚,1小塊,2025-11-24 09:28:21,2025-11-24 09:28:21,小塊,1.0,30.0
477772,icook,main ingredients,希臘無糖優格,150克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,150.0,1.0
477772,icook,main ingredients,奶油乳酪,300克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,300.0,1.0
477772,icook,main ingredients,細砂糖,60克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,60.0,1.0
477772,icook,main ingredients,海藻糖,20克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,20.0,1.0
477772,icook,main ingredients,雞蛋,2顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,2.0,55.0
477772,icook,main ingredients,玉米粉,5克,2025-11-24 09:28:21,2025-11-24 09:28:21,g,5.0,1.0
484568,icook,main ingredients,冷萃凍乾咖啡,1杯,2025-11-24 09:28:21,2025-11-24 09:28:21,杯,1.0,240.0
484568,icook,main ingredients,檸檬,半顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,0.5,100.0
484568,icook,main ingredients,蘋果西打,250毫升,2025-11-24 09:28:21,2025-11-24 09:28:21,cc,250.0,1.0
484568,icook,main ingredients,冰塊,半杯,2025-11-24 09:28:21,2025-11-24 09:28:21,杯,0.5,240.0
484569,icook,sauce,芋頭,400g,2025-11-24 09:28:21,2025-11-24 09:28:21,g,400.0,1.0
484569,icook,sauce,白砂糖,50g,2025-11-24 09:28:21,2025-11-24 09:28:21,g,50.0,1.0
484569,icook,sauce,牛奶,1/2量米杯,2025-11-24 09:28:21,2025-11-24 09:28:21,量米杯,0.5,180.0
484569,icook,sauce,奇福餅乾,適量,2025-11-24 09:28:21,2025-11-24 09:28:21,適量,1.0,1.0
484571,icook,main ingredients,青椒,2顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,2.0,170.0
484571,icook,main ingredients,甜椒,2顆,2025-11-24 09:28:21,2025-11-24 09:28:21,顆,2.0,170.0
