ori_ingredient_id,ori_ingredient_name,nor_ingredient_name,ins_time,upd_time,normalize_status
1,洋蔥,洋蔥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
2,中華黃金豆腐,中華黃金豆腐,2025-11-25 00:11:46,2025-11-25 00:14:48,done
3,醬油,醬油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
4,麵線,麵線,2025-11-25 00:11:46,2025-11-25 00:14:48,done
5,豬高湯,豬高湯,2025-11-25 00:11:46,2025-11-25 00:14:48,done
6,水（可續加）,水（可續加）,2025-11-25 00:11:46,2025-11-25 00:14:48,done
7,柴魚片,柴魚片,2025-11-25 00:11:46,2025-11-25 00:14:48,done
8,蒜酥,蒜酥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
9,紅蔥頭/油蔥酥,紅蔥頭/油蔥酥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
10,胡椒粉,胡椒粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
11,烏醋,烏醋,2025-11-25 00:11:46,2025-11-25 00:14:48,done
12,太白粉,太白粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
13,水（勾芡用）,水（勾芡用）,2025-11-25 00:11:46,2025-11-25 00:14:48,done
14,青椒/甜椒,青椒/甜椒,2025-11-25 00:11:46,2025-11-25 00:14:48,done
15,絞肉,絞肉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
16,蒜泥,蒜泥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
17,薑泥,薑泥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
18,蔥花,蔥花,2025-11-25 00:11:46,2025-11-25 00:14:48,done
19,芋頭,芋頭,2025-11-25 00:11:46,2025-11-25 00:14:48,done
20,白砂糖,白砂糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
21,牛奶,牛奶,2025-11-25 00:11:46,2025-11-25 00:14:48,done
22,奇福餅乾,奇福餅乾,2025-11-25 00:11:46,2025-11-25 00:14:48,done
23,冷萃凍乾咖啡,冷萃凍乾咖啡,2025-11-25 00:11:46,2025-11-25 00:14:48,done
24,檸檬,檸檬,2025-11-25 00:11:46,2025-11-25 00:14:48,done
25,蘋果西打,蘋果西打,2025-11-25 00:11:46,2025-11-25 00:14:48,done
26,冰塊,冰塊,2025-11-25 00:11:46,2025-11-25 00:14:48,done
27,希臘無糖優格,希臘無糖優格,2025-11-25 00:11:46,2025-11-25 00:14:48,done
28,奶油乳酪,奶油乳酪,2025-11-25 00:11:46,2025-11-25 00:14:48,done
29,細砂糖,細砂糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
30,海藻糖,海藻糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
31,雞蛋,雞蛋,2025-11-25 00:11:46,2025-11-25 00:14:48,done
32,玉米粉,玉米粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
33,高筋麵粉,高筋麵粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
34,糖,糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
35,速發酵母,速發酵母,2025-11-25 00:11:46,2025-11-25 00:14:48,done
36,鹽,鹽,2025-11-25 00:11:46,2025-11-25 00:14:48,done
37,無鹽奶油,無鹽奶油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
38,全蛋液,全蛋液,2025-11-25 00:11:46,2025-11-25 00:14:48,done
39,蘋果果醬,蘋果果醬,2025-11-25 00:11:46,2025-11-25 00:14:48,done
40,無籽葡萄乾,無籽葡萄乾,2025-11-25 00:11:46,2025-11-25 00:14:48,done
41,蝴蝶造型餅乾,蝴蝶造型餅乾,2025-11-25 00:11:46,2025-11-25 00:14:48,done
42,苦甜巧克力磚,苦甜巧克力磚,2025-11-25 00:11:46,2025-11-25 00:14:48,done
43,湯種,湯種,2025-11-25 00:11:46,2025-11-25 00:14:48,done
44,中筋麵粉,中筋麵粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
45,三溫糖,三溫糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
46,玫瑰花醬,玫瑰花醬,2025-11-25 00:11:46,2025-11-25 00:14:48,done
47,奶油,奶油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
48,乾燥玫瑰花（壓碎）,乾燥玫瑰花（壓碎）,2025-11-25 00:11:46,2025-11-25 00:14:48,done
49,乾燥玫瑰花（泡水用）,乾燥玫瑰花（泡水用）,2025-11-25 00:11:46,2025-11-25 00:14:48,done
50,水或玫瑰水,水或玫瑰水,2025-11-25 00:11:46,2025-11-25 00:14:48,done
51,酵母,酵母,2025-11-25 00:11:46,2025-11-25 00:14:48,done
52,核桃,核桃,2025-11-25 00:11:46,2025-11-25 00:14:48,done
53,杏桃乾,杏桃乾,2025-11-25 00:11:46,2025-11-25 00:14:48,done
54,雞腿排,雞腿排,2025-11-25 00:11:46,2025-11-25 00:14:48,done
55,蔥,蔥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
56,薑,薑,2025-11-25 00:11:46,2025-11-25 00:14:48,done
57,胡椒鹽,胡椒鹽,2025-11-25 00:11:46,2025-11-25 00:14:48,done
58,植物奶油,植物奶油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
59,水,水,2025-11-25 00:11:46,2025-11-25 00:14:48,done
60,凍豆腐丁,凍豆腐丁,2025-11-25 00:11:46,2025-11-25 00:14:48,done
61,紅蘿蔔,紅蘿蔔,2025-11-25 00:11:46,2025-11-25 00:14:48,done
62,蕃茄,蕃茄,2025-11-25 00:11:46,2025-11-25 00:14:48,done
63,西洋芹,西洋芹,2025-11-25 00:11:46,2025-11-25 00:14:48,done
64,雪白菇,雪白菇,2025-11-25 00:11:46,2025-11-25 00:14:48,done
65,紅椒,紅椒,2025-11-25 00:11:46,2025-11-25 00:14:48,done
66,馬鈴薯,馬鈴薯,2025-11-25 00:11:46,2025-11-25 00:14:48,done
67,玉米筍,玉米筍,2025-11-25 00:11:46,2025-11-25 00:14:48,done
68,高麗菜,高麗菜,2025-11-25 00:11:46,2025-11-25 00:14:48,done
69,月桂葉,月桂葉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
70,黑楜椒粒,黑楜椒粒,2025-11-25 00:11:46,2025-11-25 00:14:48,done
71,義式香料,義式香料,2025-11-25 00:11:46,2025-11-25 00:14:48,done
72,蕃茄醬,蕃茄醬,2025-11-25 00:11:46,2025-11-25 00:14:48,done
73,空心菜,空心菜,2025-11-25 00:11:46,2025-11-25 00:14:48,done
74,蒜片,蒜片,2025-11-25 00:11:46,2025-11-25 00:14:48,done
75,牛肉,牛肉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
76,挪威鮭魚,挪威鮭魚,2025-11-25 00:11:46,2025-11-25 00:14:48,done
77,青蔥,青蔥,2025-11-25 00:11:46,2025-11-25 00:14:48,done
78,老薑,老薑,2025-11-25 00:11:46,2025-11-25 00:14:48,done
79,米酒,米酒,2025-11-25 00:11:46,2025-11-25 00:14:48,done
80,食鹽,食鹽,2025-11-25 00:11:46,2025-11-25 00:14:48,done
81,白胡椒粉,白胡椒粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
82,蒜頭,蒜頭,2025-11-25 00:11:46,2025-11-25 00:14:48,done
83,香油,香油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
84,蔭豆豉,蔭豆豉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
85,剁椒醬,剁椒醬,2025-11-25 00:11:46,2025-11-25 00:14:48,done
86,紹興酒,紹興酒,2025-11-25 00:11:46,2025-11-25 00:14:48,done
87,食用油,食用油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
88,味精,味精,2025-11-25 00:11:46,2025-11-25 00:14:48,done
89,蛋,蛋,2025-11-25 00:11:46,2025-11-25 00:14:48,done
90,熱水,熱水,2025-11-25 00:11:46,2025-11-25 00:14:48,done
91,烹大師鰹魚粉,烹大師鰹魚粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
92,塩,塩,2025-11-25 00:11:46,2025-11-25 00:14:48,done
93,味醂,味醂,2025-11-25 00:11:46,2025-11-25 00:14:48,done
94,華盛頓加拉蘋果,華盛頓加拉蘋果,2025-11-25 00:11:46,2025-11-25 00:14:48,done
95,起酥片,起酥片,2025-11-25 00:11:46,2025-11-25 00:14:48,done
96,蛋黃液,蛋黃液,2025-11-25 00:11:46,2025-11-25 00:14:48,done
97,白糖,白糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
98,果醬或蜂蜜,果醬或蜂蜜,2025-11-25 00:11:46,2025-11-25 00:14:48,done
99,米紙,米紙,2025-11-25 00:11:46,2025-11-25 00:14:48,done
100,白芝麻,白芝麻,2025-11-25 00:11:46,2025-11-25 00:14:48,done
101,蒜末,蒜末,2025-11-25 00:11:46,2025-11-25 00:14:48,done
102,油潑辣子,油潑辣子,2025-11-25 00:11:46,2025-11-25 00:14:48,done
103,蠔油,蠔油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
104,蘿蔔絲,蘿蔔絲,2025-11-25 00:11:46,2025-11-25 00:14:48,done
105,紅蘿蔔絲,紅蘿蔔絲,2025-11-25 00:11:46,2025-11-25 00:14:48,done
106,薑（絲）,薑（絲）,2025-11-25 00:11:46,2025-11-25 00:14:48,done
107,香菜末,香菜末,2025-11-25 00:11:46,2025-11-25 00:14:48,done
108,"鹽,味素","鹽,味素",2025-11-25 00:11:46,2025-11-25 00:14:48,done
109,oreo,oreo,2025-11-25 00:11:46,2025-11-25 00:14:48,done
110,cream cheese,cream cheese,2025-11-25 00:11:46,2025-11-25 00:14:48,done
111,砂糖,砂糖,2025-11-25 00:11:46,2025-11-25 00:14:48,done
112,雲呢嗱油,雲呢嗱油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
113,天然色粉,天然色粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
114,冷凍酥皮片,冷凍酥皮片,2025-11-25 00:11:46,2025-11-25 00:14:48,done
115,無調味綜合堅果,無調味綜合堅果,2025-11-25 00:11:46,2025-11-25 00:14:48,done
116,蜂蜜,蜂蜜,2025-11-25 00:11:46,2025-11-25 00:14:48,done
117,大頭菜,大頭菜,2025-11-25 00:11:46,2025-11-25 00:14:48,done
118,十全180天完熟白醋,十全180天完熟白醋,2025-11-25 00:11:46,2025-11-25 00:14:48,done
119,鹽巴,鹽巴,2025-11-25 00:11:46,2025-11-25 00:14:48,done
120,紅辣椒,紅辣椒,2025-11-25 00:11:46,2025-11-25 00:14:48,done
121,麻油,麻油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
122,蛋黃,蛋黃,2025-11-25 00:11:46,2025-11-25 00:14:48,done
123,蛋白（約5顆蛋）,蛋白（約5顆蛋）,2025-11-25 00:11:46,2025-11-25 00:14:48,done
124,低筋麵粉,低筋麵粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
125,沙拉油,沙拉油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
126,動物性鮮奶油,動物性鮮奶油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
127,米粉,米粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
128,乾香菇,乾香菇,2025-11-25 00:11:46,2025-11-25 00:14:48,done
129,乾木耳,乾木耳,2025-11-25 00:11:46,2025-11-25 00:14:48,done
130,乾蝦米,乾蝦米,2025-11-25 00:11:46,2025-11-25 00:14:48,done
131,紅蔥頭,紅蔥頭,2025-11-25 00:11:46,2025-11-25 00:14:48,done
132,五花肉,五花肉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
133,植物油,植物油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
134,板豆腐,板豆腐,2025-11-25 00:11:46,2025-11-25 00:14:48,done
135,味島香鬆,味島香鬆,2025-11-25 00:11:46,2025-11-25 00:14:48,done
136,白胡椒鹽,白胡椒鹽,2025-11-25 00:11:46,2025-11-25 00:14:48,done
137,美乃滋沙拉醬,美乃滋沙拉醬,2025-11-25 00:11:46,2025-11-25 00:14:48,done
138,肉鬆,肉鬆,2025-11-25 00:11:46,2025-11-25 00:14:48,done
139,華盛頓富士蘋果,華盛頓富士蘋果,2025-11-25 00:11:46,2025-11-25 00:14:48,done
140,豬中里肌肉,豬中里肌肉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
141,枸杞,枸杞,2025-11-25 00:11:46,2025-11-25 00:14:48,done
142,黑麻油,黑麻油,2025-11-25 00:11:46,2025-11-25 00:14:48,done
143,大腸,大腸,2025-11-25 00:11:46,2025-11-25 00:14:48,done
144,任何筋度麵粉,任何筋度麵粉,2025-11-25 00:11:46,2025-11-25 00:14:48,done
145,薑片,薑片,2025-11-25 00:11:46,2025-11-25 00:14:48,done
146,八角,八角,2025-11-25 00:11:46,2025-11-25 00:14:48,done
147,蚵仔,蚵仔,2025-11-25 00:11:46,2025-11-25 00:14:48,done
148,滷好大腸,滷好大腸,2025-11-25 00:11:46,2025-11-25 00:14:48,done
149,市售蚵仔風味麵線,市售蚵仔風味麵線,2025-11-25 00:11:46,2025-11-25 00:14:48,done
150,綠野農莊文昌雞,綠野農莊文昌雞,2025-11-25 11:00:28,2025-11-25 11:01:47,done
151,白胡椒粒及洋蔥絲,白胡椒粒及洋蔥絲,2025-11-25 11:00:28,2025-11-25 11:01:47,done
152,娃娃菜及金針菇,娃娃菜及金針菇,2025-11-25 11:00:28,2025-11-25 11:01:47,done
153,高湯或水,高湯或水,2025-11-25 11:00:28,2025-11-25 11:01:47,done
154,奶粉,奶粉,2025-11-25 11:00:28,2025-11-25 11:01:47,done
155,乾酵母,乾酵母,2025-11-25 11:00:28,2025-11-25 11:01:47,done
156,鮮奶油,鮮奶油,2025-11-25 11:00:28,2025-11-25 11:01:47,done
157,去骨雞腿肉,去骨雞腿肉,2025-11-25 11:00:28,2025-11-25 11:01:47,done
158,辣椒,辣椒,2025-11-25 11:00:28,2025-11-25 11:01:47,done
159,冰糖,冰糖,2025-11-25 11:00:28,2025-11-25 11:01:47,done
160,白醋,白醋,2025-11-25 11:00:28,2025-11-25 11:01:47,done
161,蝶豆花,蝶豆花,2025-11-25 11:00:28,2025-11-25 11:01:47,done
162,洋菜粉,洋菜粉,2025-11-25 11:00:28,2025-11-25 11:01:47,done
163,水性粉,水性粉,2025-11-25 11:00:28,2025-11-25 11:01:47,done
164,容器+蓋子,容器+蓋子,2025-11-25 11:00:28,2025-11-25 11:01:47,done
165,紅棗,紅棗,2025-11-25 11:00:28,2025-11-25 11:01:47,done
166,華盛頓翠玉蘋果,華盛頓翠玉蘋果,2025-11-25 11:00:28,2025-11-25 11:01:47,done
167,豆漿,豆漿,2025-11-25 11:00:28,2025-11-25 11:01:47,done
168,巨蟹棒,巨蟹棒,2025-11-25 11:00:28,2025-11-25 11:01:47,done
169,十全120天完熟烏醋,十全120天完熟烏醋,2025-11-25 11:00:28,2025-11-25 11:01:47,done
170,豬肉片,豬肉片,2025-11-25 11:00:28,2025-11-25 11:01:47,done
171,水蓮,水蓮,2025-11-25 11:00:28,2025-11-25 11:01:47,done
172,鮮蝦,鮮蝦,2025-11-25 11:00:28,2025-11-25 11:01:47,done
173,慶豐虱目魚丸,慶豐虱目魚丸,2025-11-25 11:00:28,2025-11-25 11:01:47,done
174,三角油豆腐,三角油豆腐,2025-11-25 11:00:28,2025-11-25 11:01:47,done
175,豆芽菜,豆芽菜,2025-11-25 11:00:28,2025-11-25 11:01:47,done
176,叻沙醬包,叻沙醬包,2025-11-25 11:00:28,2025-11-25 11:01:47,done
177,彩椒,彩椒,2025-11-25 11:00:28,2025-11-25 11:01:47,done
178,小黃瓜,小黃瓜,2025-11-25 11:00:28,2025-11-25 11:01:47,done
179,鮪魚罐頭,鮪魚罐頭,2025-11-25 11:00:28,2025-11-25 11:01:47,done
180,水煮蛋,水煮蛋,2025-11-25 11:00:28,2025-11-25 11:01:47,done
181,玉米粒,玉米粒,2025-11-25 11:00:28,2025-11-25 11:01:47,done
182,無糖優格,無糖優格,2025-11-25 11:00:28,2025-11-25 11:01:47,done
183,b.b.美美辣醬,b.b.美美辣醬,2025-11-25 11:00:28,2025-11-25 11:01:47,done
184,千張豆皮,千張豆皮,2025-11-25 11:00:28,2025-11-25 11:01:47,done
185,水煮五鮪魚罐頭,水煮五鮪魚罐頭,2025-11-25 11:00:28,2025-11-25 11:01:47,done
186,番茄片,番茄片,2025-11-25 11:00:28,2025-11-25 11:01:47,done
187,a菜,a菜,2025-11-25 11:00:28,2025-11-25 11:01:47,done
188,腰子,腰子,2025-11-25 11:00:28,2025-11-25 11:01:47,done
189,培根,培根,2025-11-25 11:00:28,2025-11-25 11:01:47,done
190,大阪燒醬,大阪燒醬,2025-11-25 11:00:28,2025-11-25 11:01:47,done
191,日式美乃滋,日式美乃滋,2025-11-25 11:00:28,2025-11-25 11:01:47,done
192,玉米,玉米,2025-11-25 11:00:28,2025-11-25 11:01:47,done
193,排骨,排骨,2025-11-25 11:00:28,2025-11-25 11:01:47,done
194,消化餅,消化餅,2025-11-25 11:00:28,2025-11-25 11:01:47,done
195,伯爵茶粉,伯爵茶粉,2025-11-25 11:00:28,2025-11-25 11:01:47,done
196,伯爵茶包,伯爵茶包,2025-11-25 11:00:28,2025-11-25 11:01:47,done
225,菠菜,菠菜,2025-11-26 11:00:25,2025-11-26 11:01:46,done
226,油或橄欖油,油或橄欖油,2025-11-26 11:00:25,2025-11-26 11:01:46,done
227,味精或雞粉,味精或雞粉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
228,軟化無鹽奶油,軟化無鹽奶油,2025-11-26 11:00:25,2025-11-26 11:01:46,done
229,糖粉,糖粉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
230,雞蛋液,雞蛋液,2025-11-26 11:00:25,2025-11-26 11:01:46,done
231,喜歡的色膏,喜歡的色膏,2025-11-26 11:00:25,2025-11-26 11:01:46,done
232,鮭魚,鮭魚,2025-11-26 11:00:25,2025-11-26 11:01:46,done
233,秋葵(配菜),秋葵(配菜),2025-11-26 11:00:25,2025-11-26 11:01:46,done
234,雞蛋(配菜),雞蛋(配菜),2025-11-26 11:00:25,2025-11-26 11:01:46,done
235,蒜瓣,蒜瓣,2025-11-26 11:00:25,2025-11-26 11:01:46,done
236,蔥白,蔥白,2025-11-26 11:00:25,2025-11-26 11:01:46,done
237,細麵,細麵,2025-11-26 11:00:25,2025-11-26 11:01:46,done
238,冷壓橄欖油,冷壓橄欖油,2025-11-26 11:00:25,2025-11-26 11:01:46,done
239,黑胡椒粒,黑胡椒粒,2025-11-26 11:00:25,2025-11-26 11:01:46,done
240,南瓜,南瓜,2025-11-26 11:00:25,2025-11-26 11:01:46,done
241,金沙醬（或鹹蛋黃碎）,金沙醬（或鹹蛋黃碎）,2025-11-26 11:00:25,2025-11-26 11:01:46,done
242,蝦仁,蝦仁,2025-11-26 11:00:25,2025-11-26 11:01:46,done
243,黑胡椒,黑胡椒,2025-11-26 11:00:25,2025-11-26 11:01:46,done
244,蒜頭切末,蒜頭切末,2025-11-26 11:00:25,2025-11-26 11:01:46,done
245,青蔥末（裝飾用）,青蔥末（裝飾用）,2025-11-26 11:00:25,2025-11-26 11:01:46,done
246,豆腐,豆腐,2025-11-26 11:00:25,2025-11-26 11:01:46,done
247,豬肉絲,豬肉絲,2025-11-26 11:00:25,2025-11-26 11:01:46,done
248,十全180天完熟米醋,十全180天完熟米醋,2025-11-26 11:00:25,2025-11-26 11:01:46,done
249,胡蘿蔔,胡蘿蔔,2025-11-26 11:00:25,2025-11-26 11:01:46,done
250,韭菜,韭菜,2025-11-26 11:00:25,2025-11-26 11:01:46,done
251,秋葵,秋葵,2025-11-26 11:00:25,2025-11-26 11:01:46,done
252,丸子,丸子,2025-11-26 11:00:25,2025-11-26 11:01:46,done
253,杏鮑菇,杏鮑菇,2025-11-26 11:00:25,2025-11-26 11:01:46,done
254,雞胸肉,雞胸肉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
255,軟法,軟法,2025-11-26 11:00:25,2025-11-26 11:01:46,done
256,高筋面粉,高筋面粉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
257,高糖酵母,高糖酵母,2025-11-26 11:00:25,2025-11-26 11:01:46,done
258,鮮奶,鮮奶,2025-11-26 11:00:25,2025-11-26 11:01:46,done
259,起司粉,起司粉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
260,燻雞,燻雞,2025-11-26 11:00:25,2025-11-26 11:01:46,done
261,芥末籽醬,芥末籽醬,2025-11-26 11:00:25,2025-11-26 11:01:46,done
262,美乃滋,美乃滋,2025-11-26 11:00:25,2025-11-26 11:01:46,done
263,起司絲,起司絲,2025-11-26 11:00:25,2025-11-26 11:01:46,done
264,溫開水,溫開水,2025-11-26 11:00:25,2025-11-26 11:01:46,done
265,地瓜粉,地瓜粉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
266,橄欖油,橄欖油,2025-11-26 11:00:25,2025-11-26 11:01:46,done
267,魚板,魚板,2025-11-26 11:00:25,2025-11-26 11:01:46,done
268,蒜蓉,蒜蓉,2025-11-26 11:00:25,2025-11-26 11:01:46,done
381,鯛魚片,鯛魚,2025-11-26 15:52:26,2025-11-26 15:52:26,done
382,蘋果醬,蘋果醬,2025-11-26 15:52:27,2025-11-26 15:52:27,done
384,香料,香料,2025-11-26 15:52:27,2025-11-26 15:52:27,done
385,南瓜泥,南瓜,2025-11-26 15:52:27,2025-11-26 15:52:27,done
391,果乾,果乾,2025-11-26 15:52:27,2025-11-26 15:52:27,done
396,熟核桃,核桃,2025-11-26 15:52:27,2025-11-26 15:52:27,done
398,防潮糖粉,糖粉,2025-11-26 15:52:27,2025-11-26 15:52:27,done
399,小磨坊和風壽喜燒鍋醬,壽喜燒醬,2025-11-26 15:52:27,2025-11-26 15:52:27,done
400,去骨雞胸肉,雞胸肉,2025-11-26 15:52:27,2025-11-26 15:52:27,done
401,青江菜,青江菜,2025-11-26 15:52:27,2025-11-26 15:52:27,done
402,冬粉,冬粉,2025-11-26 15:52:27,2025-11-26 15:52:27,done
404,香菇,香菇,2025-11-26 15:52:27,2025-11-26 15:52:27,done
405,美式厚切培根,培根,2025-11-26 15:52:27,2025-11-26 15:52:27,done
410,雞高湯,高湯,2025-11-26 15:52:27,2025-11-26 15:52:27,done
413,萵苣,萵苣,2025-11-26 15:52:27,2025-11-26 15:52:27,done
415,豆乾,豆乾,2025-11-26 15:52:27,2025-11-26 15:52:27,done
416,黑木耳,木耳,2025-11-26 15:52:27,2025-11-26 15:52:27,done
417,夾心麵包(大亨堡),麵包,2025-11-26 15:52:27,2025-11-26 15:52:27,done
418,生菜(福山萵苣),生菜,2025-11-26 15:52:27,2025-11-26 15:52:27,done
419,牛蕃茄,番茄,2025-11-26 15:52:27,2025-11-26 15:52:27,done
422,奧勒岡榛果油,食用油,2025-11-26 15:52:27,2025-11-26 15:52:27,done
423,榛果九層塔青醬,青醬,2025-11-26 15:52:27,2025-11-26 15:52:27,done
424,任意水果,水果,2025-11-26 15:52:27,2025-11-26 15:52:27,done
425,白蘿蔔,白蘿蔔,2025-11-26 15:52:27,2025-11-26 15:52:27,done
426,三角豆腐,豆腐,2025-11-26 15:52:27,2025-11-26 15:52:27,done
429,黑糖塊,黑糖,2025-11-26 15:52:27,2025-11-26 15:52:27,done
430,馬頭魚,馬頭魚,2025-11-26 15:52:27,2025-11-26 15:52:27,done
434,白飯,米飯,2025-11-26 15:52:27,2025-11-26 15:52:27,done
440,奧勒岡榛果油（頂級）,食用油,2025-11-26 15:52:28,2025-11-26 15:52:28,done
443,隔夜冷飯,飯,2025-11-26 15:52:28,2025-11-26 15:52:28,done
444,肉絲,肉,2025-11-26 15:52:28,2025-11-26 15:52:28,done
445,青椒,青椒,2025-11-26 15:52:28,2025-11-26 15:52:28,done
446,海鱸魚,鱸魚,2025-11-26 15:52:28,2025-11-26 15:52:28,done
447,味增,味噌,2025-11-26 15:52:28,2025-11-26 15:52:28,done
449,陽春麵,麵,2025-11-26 15:52:28,2025-11-26 15:52:28,done
450,小白菜,小白菜,2025-11-26 15:52:28,2025-11-26 15:52:28,done
452,香菜,香菜,2025-11-26 15:52:28,2025-11-26 15:52:28,done
454,牛腱,牛腱,2025-11-26 15:52:28,2025-11-26 15:52:28,done
457,五香滷包,滷包,2025-11-26 15:52:28,2025-11-26 15:52:28,done
458,燉肉料包,滷包,2025-11-26 15:52:28,2025-11-26 15:52:28,done
460,冷水,水,2025-11-26 15:52:28,2025-11-26 15:52:28,done
463,苦茶油,食用油,2025-11-26 15:52:28,2025-11-26 15:52:28,done
465,鮮味炒手,鮮味炒手,2025-11-26 15:52:28,2025-11-26 15:52:28,done
467,木耳(依自己喜好,木耳,2025-11-26 15:52:28,2025-11-26 15:52:28,done
468,雞翅(依自己喜好,雞翅,2025-11-26 15:52:28,2025-11-26 15:52:28,done
469,雞心(依自己喜好,雞心,2025-11-26 15:52:28,2025-11-26 15:52:28,done
470,韓式冬粉,冬粉,2025-11-26 15:52:28,2025-11-26 15:52:28,done
476,老抽（上色用可免）,醬油,2025-11-26 15:52:28,2025-11-26 15:52:28,done
477,二砂糖,糖,2025-11-26 15:52:28,2025-11-26 15:52:28,done
479,白芝麻粒,芝麻,2025-11-26 15:52:28,2025-11-26 15:52:28,done
480,鹽（若夠味可免）,鹽,2025-11-26 15:52:28,2025-11-26 15:52:28,done
481,鱈魚切片,鱈魚,2025-11-26 15:52:28,2025-11-26 15:52:28,done
485,蒸魚醬油,醬油,2025-11-26 15:52:28,2025-11-26 15:52:28,done
486,蒜苗,蒜苗,2025-11-26 15:52:29,2025-11-26 15:52:29,done
487,荷蘭豆,荷蘭豆,2025-11-26 15:52:29,2025-11-26 15:52:29,done
489,雞粉,雞粉,2025-11-26 15:52:29,2025-11-26 15:52:29,done
568,地瓜泥,地瓜,2025-11-26 16:17:14,2025-11-26 16:17:14,done
569,黑巧克力粉,巧克力粉,2025-11-26 16:17:14,2025-11-26 16:17:14,done
571,牛奶或水,水,2025-11-26 16:17:14,2025-11-26 16:18:14,done
572,零卡糖,糖,2025-11-26 16:17:14,2025-11-26 16:17:14,done
573,燕麥粉,燕麥粉,2025-11-26 16:17:14,2025-11-26 16:17:14,done
575,椰奶,椰奶,2025-11-26 16:17:14,2025-11-26 16:17:14,done
583,新東陽水煮鮪魚片罐頭,鮪魚,2025-11-26 16:17:14,2025-11-26 16:17:14,done
585,小蘇打粉,小蘇打粉,2025-11-26 16:17:14,2025-11-26 16:17:14,done
586,泡打粉,泡打粉,2025-11-26 16:17:14,2025-11-26 16:17:14,done
594,辣油,食用油,2025-11-26 16:17:14,2025-11-26 16:17:14,done
595,豬里肌排,豬肉,2025-11-26 16:17:14,2025-11-26 16:17:14,done
596,蘋果（切8等份）,蘋果,2025-11-26 16:17:14,2025-11-26 16:17:14,done
597,甜豆（切2等份）,豆,2025-11-26 16:17:14,2025-11-26 16:17:14,done
598,去皮南瓜（切大丁）,南瓜,2025-11-26 16:17:14,2025-11-26 16:17:14,done
601,清水,水,2025-11-26 16:17:14,2025-11-26 16:17:14,done
603,蘋果醋,醋,2025-11-26 16:17:14,2025-11-26 16:17:14,done
604,黑糖,糖,2025-11-26 16:17:14,2025-11-26 16:17:14,done
606,市售堅果醬,堅果醬,2025-11-26 16:17:14,2025-11-26 16:17:14,done
607,煙燻紅椒粉,紅椒粉,2025-11-26 16:17:14,2025-11-26 16:17:14,done
608,鹽與現磨黑胡椒,鹽,2025-11-26 16:17:15,2025-11-26 16:18:14,done
610,白酒,酒,2025-11-26 16:17:15,2025-11-26 16:17:15,done
611,牙籤,牙籤,2025-11-26 16:17:15,2025-11-26 16:17:15,done
612,紅、黃蘿蔔絲(裝飾用),蘿蔔,2025-11-26 16:17:15,2025-11-26 16:17:15,done
613,蔓越莓乾,蔓越莓,2025-11-26 16:17:15,2025-11-26 16:17:15,done
