ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
鹽巴,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽巴,鹽
秋葵,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,秋葵,秋葵
丸子,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,丸子,丸子
十全120天完熟烏醋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,十全120天完熟烏醋,烏醋
鹽巴,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽巴,鹽
蒜頭,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒜頭,蒜
薑片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑片,薑
韭菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,韭菜,韭菜
豬肉片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豬肉片,豬肉
豆腐,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豆腐,豆腐
十全120天完熟烏醋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,十全120天完熟烏醋,烏醋
醬油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,醬油,醬油
砂糖,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,砂糖,糖
蒜頭,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒜頭,蒜
薑片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑片,薑
空心菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,空心菜,空心菜
胡蘿蔔,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,胡蘿蔔,紅蘿蔔
十全180天完熟米醋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,十全180天完熟米醋,米醋
鹽巴,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽巴,鹽
砂糖,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,砂糖,糖
蒜頭,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒜頭,蒜
薑片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑片,薑
豆腐,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豆腐,豆腐
豬肉絲,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豬肉絲,豬肉
十全180天完熟米醋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,十全180天完熟米醋,米醋
醬油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,醬油,醬油
米酒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,米酒,米酒
砂糖,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,砂糖,糖
蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蔥,蔥
南瓜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,南瓜,南瓜
金沙醬（或鹹蛋黃碎）,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,金沙醬,金沙醬
蝦仁,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蝦仁,蝦
鹽巴,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽巴,鹽
黑胡椒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,黑胡椒,黑胡椒
牛奶,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,牛奶,牛奶
無鹽奶油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,無鹽奶油,奶油
蒜頭切末,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒜頭切末,蒜頭
青蔥末（裝飾用）,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青蔥末,青蔥
鮭魚,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鮭魚,鮭魚
華盛頓加拉蘋果,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,華盛頓加拉蘋果,蘋果
秋葵(配菜),2025-11-26 02:13:48,2025-11-26 02:13:48,pending,秋葵,秋葵
雞蛋(配菜),2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞蛋,雞蛋
蒜瓣,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒜瓣,大蒜
蔥白,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蔥白,蔥
細麵,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,細麵,麵
冷壓橄欖油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,冷壓橄欖油,食用油
黑胡椒粒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,黑胡椒粒,胡椒粒
軟化無鹽奶油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,軟化無鹽奶油,食用油
糖粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,糖粉,糖
雞蛋液,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞蛋液,雞蛋
低筋麵粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,低筋麵粉,麵粉
喜歡的色膏,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,喜歡的色膏,色膏
菠菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,菠菜,菠菜
蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蔥,蔥
油或橄欖油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,油或橄欖油,食用油
鹽,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽,鹽
味精或雞粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,味精或雞粉,調味料
鯛魚片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鯛魚片,鯛魚
蘋果醬,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蘋果醬,蘋果醬
奶油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,奶油,奶油
香料,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,香料,香料
南瓜泥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,南瓜泥,南瓜
雞蛋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞蛋,雞蛋
酵母,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,酵母,酵母
糖,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,糖,糖
中筋麵粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,中筋麵粉,麵粉
鮮奶,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鮮奶,牛奶
果乾,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,果乾,果乾
華盛頓加拉蘋果,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,華盛頓加拉蘋果,蘋果
無鹽奶油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,無鹽奶油,奶油
細砂糖,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,細砂糖,糖
低筋麵粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,低筋麵粉,麵粉
熟核桃,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,熟核桃,核桃
糖粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,糖粉,糖
防潮糖粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,防潮糖粉,糖粉
小磨坊和風壽喜燒鍋醬,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,小磨坊和風壽喜燒鍋醬,壽喜燒醬
去骨雞胸肉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,去骨雞胸肉,雞胸肉
青江菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青江菜,青江菜
冬粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,冬粉,冬粉
水,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,水,水
香菇,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,香菇,香菇
美式厚切培根,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,美式厚切培根,培根
南瓜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,南瓜,南瓜
紅蘿蔔,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,紅蘿蔔,紅蘿蔔
洋蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,洋蔥,洋蔥
鹽,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽,鹽
雞高湯,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞高湯,高湯
牛奶,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,牛奶,牛奶
青江菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青江菜,青江菜
萵苣,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,萵苣,萵苣
豆芽菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豆芽菜,豆芽菜
豆乾,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豆乾,豆乾
黑木耳,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,黑木耳,木耳
夾心麵包(大亨堡),2025-11-26 02:13:48,2025-11-26 02:13:48,pending,夾心麵包,麵包
生菜(福山萵苣),2025-11-26 02:13:48,2025-11-26 02:13:48,pending,生菜,生菜
牛蕃茄,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,牛蕃茄,番茄
培根,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,培根,培根
雞蛋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞蛋,雞蛋
奧勒岡榛果油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,奧勒岡榛果油,食用油
榛果九層塔青醬,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,榛果九層塔青醬,青醬
任意水果,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,任意水果,水果
白蘿蔔,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,白蘿蔔,白蘿蔔
三角豆腐,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,三角豆腐,豆腐
薑片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑片,薑
醬油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,醬油,醬油
黑糖塊,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,黑糖塊,黑糖
馬頭魚,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,馬頭魚,馬頭魚
薑,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑,薑
醬油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,醬油,醬油
十全120天完熟烏醋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,十全120天完熟烏醋,烏醋
白飯,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,白飯,米飯
培根,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,培根,培根
洋蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,洋蔥,洋蔥
青蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青蔥,蔥
雞蛋,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞蛋,雞蛋
玉米粒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,玉米粒,玉米
奧勒岡榛果油（頂級）,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,奧勒岡榛果油,食用油
鹽,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽,鹽
黑胡椒粒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,黑胡椒粒,胡椒粒
隔夜冷飯,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,隔夜冷飯,飯
肉絲,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,肉絲,肉
青椒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青椒,青椒
海鱸魚,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,海鱸魚,鱸魚
味增,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,味增,味噌
豆腐,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,豆腐,豆腐
陽春麵,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,陽春麵,麵
小白菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,小白菜,小白菜
青蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青蔥,蔥
香菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,香菜,香菜
油潑辣子,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,油潑辣子,辣椒油
牛腱,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,牛腱,牛腱
白蘿蔔,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,白蘿蔔,白蘿蔔
老薑,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,老薑,薑
五香滷包,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,五香滷包,滷包
燉肉料包,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,燉肉料包,滷包
米酒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,米酒,米酒
冷水,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,冷水,水
去骨雞腿肉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,去骨雞腿肉,雞肉
薑,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑,薑
苦茶油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,苦茶油,食用油
米酒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,米酒,米酒
鮮味炒手,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鮮味炒手,鮮味炒手
高麗菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,高麗菜,高麗菜
木耳(依自己喜好,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,木耳(依自己喜好,木耳
雞翅(依自己喜好,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞翅(依自己喜好,雞翅
雞心(依自己喜好,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞心(依自己喜好,雞心
韓式冬粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,韓式冬粉,冬粉
紅蘿蔔絲,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,紅蘿蔔絲,紅蘿蔔
菠菜,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,菠菜,菠菜
洋蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,洋蔥,洋蔥
乾香菇,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,乾香菇,香菇
醬油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,醬油,醬油
老抽（上色用可免）,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,老抽,醬油
二砂糖,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,二砂糖,糖
香油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,香油,芝麻油
白芝麻粒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,白芝麻粒,芝麻
鹽（若夠味可免）,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽,鹽
鱈魚切片,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鱈魚切片,鱈魚
薑,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,薑,薑
青蔥,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,青蔥,蔥
米酒,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,米酒,米酒
蒸魚醬油,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒸魚醬油,醬油
蒜苗,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,蒜苗,蒜苗
荷蘭豆,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,荷蘭豆,荷蘭豆
鹽,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,鹽,鹽
雞粉,2025-11-26 02:13:48,2025-11-26 02:13:48,pending,雞粉,雞粉
