recept_id,recipe_name,author,good,recipe_url,browsing_num,people,cooking_time,recept_type,ingredients,quantity,unit,recipe_source,recipe_upload_date,crawl_datetime
484416,氣炸馬鈴薯（薯條）,泉仔,,https://icook.tw/recipes/484416,147瀏覽,"2
人份","時間

20
分鐘",main ingredients,馬鈴薯,適量,,icook,2025-11-19,2025-11-20 23:34:37.561007
484416,氣炸馬鈴薯（薯條）,泉仔,,https://icook.tw/recipes/484416,147瀏覽,"2
人份","時間

20
分鐘",main ingredients,酪梨油,適量,,icook,2025-11-19,2025-11-20 23:34:37.561007
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",main ingredients,蓮藕,3節,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",main ingredients,豬肉絲,200克,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",main ingredients,芝麻,1小匙,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",main ingredients,紅蘿蔔片,6片,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",sauce,米酒,1大匙,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",sauce,醬油,1大匙,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",sauce,糖,1小匙,,icook,2025-11-19,2025-11-20 23:34:38.166569
462262,蓮藕炒肉絲,Vivivya,1,https://icook.tw/recipes/462262,140瀏覽,"4
人份","時間

20
分鐘",sauce,雞粉,1茶匙,,icook,2025-11-19,2025-11-20 23:34:38.166569
