ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
豬里肌肉片,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,豬里肌肉片,豬肉片
蒜泥,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,蒜泥,蒜
味醂,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,味醂,味醂
薑泥,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,薑泥,薑
香菇素蠔油,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,香菇素蠔油,蠔油
五香粉,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,五香粉,五香粉
胡椒粉,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,胡椒粉,胡椒
糖,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,糖,糖
油,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,油,食用油
米酒,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,米酒,米酒
雞絲,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,雞絲,雞肉
高麗菜絲,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,高麗菜絲,高麗菜
薑末,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,薑末,薑
蔥絲,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,蔥絲,蔥
麻油,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,麻油,芝麻油
鹽,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,鹽,鹽
白飯,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,白飯,米飯
紅蘿蔔丁,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,紅蘿蔔丁,紅蘿蔔
牛肉,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,牛肉,牛肉
醬油,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,醬油,醬油
油,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,油,食用油
米酒,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,米酒,米酒
味霖,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,味霖,味醂
水,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,水,水
太白粉,2025-11-26 14:01:58,2025-11-26 14:01:58,pending,太白粉,太白粉
