ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
豬里肌肉片(薄),2025-11-26 12:53:09,2025-11-26 12:53:09,pending,豬里肌肉片,豬肉
洋蔥,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,洋蔥,洋蔥
紅蘿蔔,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,紅蘿蔔,紅蘿蔔
貝貝南瓜,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,貝貝南瓜,南瓜
高麗菜,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,高麗菜,高麗菜
青江菜,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,青江菜,青江菜
青蔥,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,青蔥,蔥
金針菇,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,金針菇,金針菇
丸子類,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,丸子類,丸子
凍豆腐,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,凍豆腐,豆腐
小磨坊-和風壽喜燒鍋,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,小磨坊-和風壽喜燒鍋,壽喜燒醬
水,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,水,水
鹽(視需要),2025-11-26 12:53:09,2025-11-26 12:53:09,pending,鹽,鹽
起酥片,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,起酥片,酥皮
熱狗,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,熱狗,熱狗
華盛頓加拉蘋果,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,華盛頓加拉蘋果,蘋果
威士忌,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,威士忌,威士忌
糖,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,糖,糖
檸檬汁,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,檸檬汁,檸檬
紅面鴨,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,紅面鴨,鴨肉
老姜,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,老姜,薑
米酒,2025-11-26 12:53:09,2025-11-26 12:53:09,pending,米酒,米酒
