recept_id,recipe_name,author,good,recipe_url,browsing_num,people,cooking_time,recept_type,ingredients,quantity,unit,recipe_upload_date,crawl_datetime
340308,簡易銅鑼燒,小胖鼠點菜,572,https://icook.tw/recipes/340308,5.1萬瀏覽,,,main ingredients,蛋,1個,,2020-06-10,2025-10-23 04:37:57.433090
340308,簡易銅鑼燒,小胖鼠點菜,572,https://icook.tw/recipes/340308,5.1萬瀏覽,,,main ingredients,牛奶,40g,,2020-06-10,2025-10-23 04:37:57.433090
340308,簡易銅鑼燒,小胖鼠點菜,572,https://icook.tw/recipes/340308,5.1萬瀏覽,,,main ingredients,蜂蜜,10g,,2020-06-10,2025-10-23 04:37:57.433090
340308,簡易銅鑼燒,小胖鼠點菜,572,https://icook.tw/recipes/340308,5.1萬瀏覽,,,main ingredients,低筋麵粉,50g,,2020-06-10,2025-10-23 04:37:57.433090
340308,簡易銅鑼燒,小胖鼠點菜,572,https://icook.tw/recipes/340308,5.1萬瀏覽,,,main ingredients,細砂糖,25g,,2020-06-10,2025-10-23 04:37:57.433090
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,高粉,1000公克,,2020-06-17,2025-10-23 04:37:58.075056
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,酵母,15 克,,2020-06-17,2025-10-23 04:37:58.075056
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,糖,180克,,2020-06-17,2025-10-23 04:37:58.075056
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,鹽,12克,,2020-06-17,2025-10-23 04:37:58.075056
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,牛奶,300克,,2020-06-17,2025-10-23 04:37:58.075056
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,水,350克,,2020-06-17,2025-10-23 04:37:58.075056
341022,奶油麻糬,蔣孟援,33,https://icook.tw/recipes/341022,1.7萬瀏覽,"4
人份","時間

120
分鐘",main ingredients,奶油,120克,,2020-06-17,2025-10-23 04:37:58.075056
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,main ingredients,蕨餅粉(or葛粉),100g,,2020-06-18,2025-10-23 04:37:58.740405
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,main ingredients,黑糖道黑糖,100g,,2020-06-18,2025-10-23 04:37:58.740405
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,main ingredients,水,500ml,,2020-06-18,2025-10-23 04:37:58.740405
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,main ingredients,黃豆粉,適量,,2020-06-18,2025-10-23 04:37:58.740405
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,sauce,黑糖道黑糖,80g,,2020-06-18,2025-10-23 04:37:58.740405
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,sauce,蜂蜜,1大匙,,2020-06-18,2025-10-23 04:37:58.740405
341191,黑糖蕨餅 - 黑糖道,男人廚房1+1,194,https://icook.tw/recipes/341191,2.2萬瀏覽,,,sauce,水,25ml,,2020-06-18,2025-10-23 04:37:58.740405
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,高筋麵粉 （湯種）,10克,,2020-06-19,2025-10-23 04:37:59.080565
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,水（湯種）,50毫升,,2020-06-19,2025-10-23 04:37:59.080565
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,高筋麵粉,150克,,2020-06-19,2025-10-23 04:37:59.080565
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,糖,16克,,2020-06-19,2025-10-23 04:37:59.080565
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,速發酵母,2克,,2020-06-19,2025-10-23 04:37:59.080565
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,鹽,3克,,2020-06-19,2025-10-23 04:37:59.080565
341255,日式湯種紅豆包,嚐樂 joy of taste,114,https://icook.tw/recipes/341255,2萬瀏覽,"4
人份",,main ingredients,水,55毫升,,2020-06-19,2025-10-23 04:37:59.080565
