ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
高麗菜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,高麗菜,高麗菜
紅蘿蔔,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,紅蘿蔔,紅蘿蔔
小黃瓜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,小黃瓜,小黃瓜
糖,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,糖,糖
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
十全180天完熟米醋,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,十全180天完熟米醋,米醋
蒜頭,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蒜頭,蒜
辣椒,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,辣椒,辣椒
鯖魚,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鯖魚,鯖魚
嫩豆腐,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,嫩豆腐,豆腐
紅蘿蔔,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,紅蘿蔔,紅蘿蔔
小黃瓜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,小黃瓜,小黃瓜
蒜頭,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蒜頭,蒜
醬油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,醬油,醬油
蠔油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蠔油,蠔油
十全120天完熟烏醋,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,十全120天完熟烏醋,烏醋
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
糖,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,糖,糖
美國茉莉香米.,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,美國茉莉香米.,米
水,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,水,水
雞蛋<打散>,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,雞蛋<打散>,雞蛋
蔥<切碎>,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蔥<切碎>,蔥
醬油膏,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,醬油膏,醬油膏
胡椒鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,胡椒鹽,鹽
美國稻米,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,美國稻米,米
雞湯料理包,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,雞湯料理包,雞湯
花椰菜梗,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,花椰菜梗,花椰菜
十全120天完熟烏醋,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,十全120天完熟烏醋,烏醋
砂糖,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,砂糖,糖
醬油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,醬油,醬油
麻油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,麻油,芝麻油
八角,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,八角,八角
高筋麵粉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,高筋麵粉,麵粉
酵母粉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,酵母粉,酵母
糖,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,糖,糖
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
水,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,水,水
洛神花蜜餞,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,洛神花蜜餞,洛神花
油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,油,食用油
砂糖,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,砂糖,糖
水,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,水,水
豬後腿瘦絞肉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,豬後腿瘦絞肉,豬絞肉
水,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,水,水
柚肉和風醬,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,柚肉和風醬,和風醬
咖哩醬,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,咖哩醬,咖哩醬
黑胡椒粒,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,黑胡椒粒,胡椒粒
豬肋排,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,豬肋排,豬肋排
芋頭,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,芋頭,芋頭
蒜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蒜,蒜
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
豬絞肉細,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,豬絞肉細,豬絞肉
番茄,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,番茄,番茄
紅蔥頭,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,紅蔥頭,紅蔥頭
香菜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,香菜,香菜
十全120天完熟烏醋,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,十全120天完熟烏醋,烏醋
醬油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,醬油,醬油
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
生豆包,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,生豆包,豆包
小黃瓜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,小黃瓜,小黃瓜
蒜瓣,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蒜瓣,大蒜
食用油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,食用油,食用油
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
白胡椒粉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,白胡椒粉,白胡椒粉
黑胡椒粒,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,黑胡椒粒,胡椒粒
豬肋排,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,豬肋排,豬肋排
泡菜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,泡菜,泡菜
馬鈴薯,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,馬鈴薯,馬鈴薯
蒜頭,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蒜頭,蒜
洋蔥,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,洋蔥,洋蔥
昆布（可省略）,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,昆布,昆布
水,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,水,水
韓式辣椒醬,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,韓式辣椒醬,辣椒醬
醬油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,醬油,醬油
糖,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,糖,糖
韓式辣椒粉（粗）,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,韓式辣椒粉,辣椒粉
雞腿,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,雞腿,雞腿
蒜頭,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蒜頭,蒜
鹽巴,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽巴,鹽
胡椒粉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,胡椒粉,胡椒
450克吐司模,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,450克吐司模,吐司模
牛奶,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,牛奶,牛奶
全蛋,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,全蛋,雞蛋
棕櫚糖或二砂,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,棕櫚糖或二砂,糖
高筋麵粉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,高筋麵粉,麵粉
鹽,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,鹽,鹽
即發酵母粉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,即發酵母粉,酵母粉
無鹽奶油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,無鹽奶油,奶油
去骨雞腿肉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,去骨雞腿肉,雞肉
米酒,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,米酒,米酒
枸杞,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,枸杞,枸杞
薑片,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,薑片,薑
麻油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,麻油,芝麻油
醬油,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,醬油,醬油
米,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,米,米
牛肉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,牛肉,牛肉
洋蔥蘿蔔蔥,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,洋蔥蘿蔔蔥,洋蔥蘿蔔蔥
雞胸肉,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,雞胸肉,雞肉
小黃瓜,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,小黃瓜,小黃瓜
蔥(蔥花),2025-11-26 14:07:19,2025-11-26 14:07:19,pending,蔥,蔥
紅蘿蔔絲,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,紅蘿蔔絲,紅蘿蔔
黑豆,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,黑豆,黑豆
杜仲,2025-11-26 14:07:19,2025-11-26 14:07:19,pending,杜仲,杜仲
