ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
美國稻米(南方中粒米),2025-11-26 14:06:56,2025-11-26 14:06:56,pending,美國稻米,稻米
冷水,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,冷水,水
蝦仁,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,蝦仁,蝦
櫛瓜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,櫛瓜,櫛瓜
青蔥,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,青蔥,蔥
食用油,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,食用油,食用油
胡麻油,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,胡麻油,食用油
蝦仁口味拌料,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,蝦仁口味拌料,拌料
海苔片,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,海苔片,海苔
鹽,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,鹽,鹽
米酒,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,米酒,米酒
黑胡椒粒,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,黑胡椒粒,胡椒粒
九孔鮑,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,九孔鮑,鮑魚
蒜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,蒜,蒜
柚肉和風醬,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,柚肉和風醬,和風醬
高筋麵粉,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,高筋麵粉,麵粉
南瓜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,南瓜,南瓜
糖,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,糖,糖
鹽,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,鹽,鹽
無鹽牛油,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,無鹽牛油,食用油
水,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,水,水
酵母粉,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,酵母粉,酵母
奶粉,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,奶粉,奶粉
雞爪,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,雞爪,雞爪
醬油,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,醬油,醬油
十全180天完熟米醋,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,十全180天完熟米醋,米醋
辣椒,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,辣椒,辣椒
大蒜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,大蒜,蒜
白糖,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,白糖,糖
檸檬,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,檸檬,檸檬
蔥,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,蔥,蔥
生姜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,生姜,薑
香菜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,香菜,香菜
青花菜,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,青花菜,青花菜
培根,2025-11-26 14:06:56,2025-11-26 14:06:56,pending,培根,培根
