ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
義大利直麵,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,義大利直麵,義大利麵
初榨橄欖油,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,初榨橄欖油,食用油
洋蔥丁,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,洋蔥丁,洋蔥
蝦仁,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,蝦仁,蝦
檸檬汁,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,檸檬汁,檸檬
鮮奶油,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,鮮奶油,鮮奶油
白松露醬,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,白松露醬,松露醬
切達起司,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,切達起司,起司
鹽巴,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,鹽巴,鹽
黑胡椒,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,黑胡椒,黑胡椒
皮薩草,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,皮薩草,奧勒岡
歐芹,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,歐芹,歐芹
五花肉,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,五花肉,豬肉
蔥,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,蔥,蔥
老薑,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,老薑,薑
蒜頭,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,蒜頭,蒜
肉桂粉,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,肉桂粉,肉桂粉
蠔油,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,蠔油,蠔油
冰糖,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,冰糖,糖
米酒,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,米酒,米酒
水,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,水,水
八角,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,八角,八角
美國加州圓糯米,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,美國加州圓糯米,糯米
玉米粒,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,玉米粒,玉米
雞翅,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,雞翅,雞翅
橄欖油,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,橄欖油,橄欖油
鹽,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,鹽,鹽
蘿蔔,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,蘿蔔,蘿蔔
高麗菜,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,高麗菜,高麗菜
洋蔥,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,洋蔥,洋蔥
雞蛋豆腐,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,雞蛋豆腐,豆腐
燒肉醬,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,燒肉醬,燒肉醬
豬絞肉,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,豬絞肉,豬肉
皮蛋,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,皮蛋,皮蛋
牛番茄,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,牛番茄,番茄
蒜頭,2025-11-26 14:07:53,2025-11-26 14:07:53,pending,蒜頭,蒜
