recept_id,recipe_name,author,good,recipe_url,browsing_num,people,cooking_time,recept_type,ingredients,quantity,unit,recipe_source,recipe_upload_date,crawl_datetime
484597,米紙大阪燒簡單做,孟孟是懶人的懶人料理,2,https://icook.tw/recipes/484597,109瀏覽,,,main ingredients,高麗菜,1/4顆,,icook,2025-11-24,2025-11-25 01:09:22.161073
484597,米紙大阪燒簡單做,孟孟是懶人的懶人料理,2,https://icook.tw/recipes/484597,109瀏覽,,,main ingredients,米紙,2張,,icook,2025-11-24,2025-11-25 01:09:22.161073
484597,米紙大阪燒簡單做,孟孟是懶人的懶人料理,2,https://icook.tw/recipes/484597,109瀏覽,,,main ingredients,雞蛋,2顆,,icook,2025-11-24,2025-11-25 01:09:22.161073
484597,米紙大阪燒簡單做,孟孟是懶人的懶人料理,2,https://icook.tw/recipes/484597,109瀏覽,,,main ingredients,培根,2片,,icook,2025-11-24,2025-11-25 01:09:22.161073
484597,米紙大阪燒簡單做,孟孟是懶人的懶人料理,2,https://icook.tw/recipes/484597,109瀏覽,,,main ingredients,大阪燒醬,少許,,icook,2025-11-24,2025-11-25 01:09:22.161073
484597,米紙大阪燒簡單做,孟孟是懶人的懶人料理,2,https://icook.tw/recipes/484597,109瀏覽,,,main ingredients,日式美乃滋,少許,,icook,2025-11-24,2025-11-25 01:09:22.161073
484427,新手筆記-醋溜高麗菜,茉茉,,https://icook.tw/recipes/484427,78瀏覽,,,main ingredients,高麗菜,1,,icook,2025-11-24,2025-11-25 01:09:23.296428
484598,新手筆記-芋頭派,茉茉,1,https://icook.tw/recipes/484598,91瀏覽,,,main ingredients,芋頭,1,,icook,2025-11-24,2025-11-25 01:09:23.803110
484554,新手筆記-麻油腰子,茉茉,2,https://icook.tw/recipes/484554,90瀏覽,,,main ingredients,腰子,1,,icook,2025-11-24,2025-11-25 01:09:24.354169
484554,新手筆記-麻油腰子,茉茉,2,https://icook.tw/recipes/484554,90瀏覽,,,main ingredients,麻油,1,,icook,2025-11-24,2025-11-25 01:09:24.354169
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,千張豆皮,3張,,icook,2025-11-24,2025-11-25 01:09:24.775954
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,雞蛋,2顆,,icook,2025-11-24,2025-11-25 01:09:24.775954
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,水煮五鮪魚罐頭,1/2罐,,icook,2025-11-24,2025-11-25 01:09:24.775954
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,玉米粒,少許,,icook,2025-11-24,2025-11-25 01:09:24.775954
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,番茄片,少許,,icook,2025-11-24,2025-11-25 01:09:24.775954
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,A菜,適量,,icook,2025-11-24,2025-11-25 01:09:24.775954
484600,低醣豆皮蛋餅,溫蒂廚房☾,1,https://icook.tw/recipes/484600,70瀏覽,"1
人份","時間

15
分鐘",main ingredients,B.B.美美辣醬,適量,,icook,2025-11-24,2025-11-25 01:09:24.775954
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,彩椒,適量,,icook,2025-11-24,2025-11-25 01:09:25.097044
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,小黃瓜,1根,,icook,2025-11-24,2025-11-25 01:09:25.097044
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,鮪魚罐頭,1/2罐,,icook,2025-11-24,2025-11-25 01:09:25.097044
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,水煮蛋,2顆,,icook,2025-11-24,2025-11-25 01:09:25.097044
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,玉米粒,適量,,icook,2025-11-24,2025-11-25 01:09:25.097044
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,無糖優格,適量,,icook,2025-11-24,2025-11-25 01:09:25.097044
484601,減脂彩色沙拉,溫蒂廚房☾,,https://icook.tw/recipes/484601,77瀏覽,"1
人份","時間

15
分鐘",main ingredients,B.B.美美辣醬,適量,,icook,2025-11-24,2025-11-25 01:09:25.097044
484599,鮮蝦魚丸叻沙鍋,慶豐廚房,,https://icook.tw/recipes/484599,74瀏覽,"2
人份","時間

20
分鐘",main ingredients,鮮蝦,300g,,icook,2025-11-24,2025-11-25 01:09:25.268408
484599,鮮蝦魚丸叻沙鍋,慶豐廚房,,https://icook.tw/recipes/484599,74瀏覽,"2
人份","時間

20
分鐘",main ingredients,慶豐虱目魚丸,6顆,,icook,2025-11-24,2025-11-25 01:09:25.268408
484599,鮮蝦魚丸叻沙鍋,慶豐廚房,,https://icook.tw/recipes/484599,74瀏覽,"2
人份","時間

20
分鐘",main ingredients,三角油豆腐,4個,,icook,2025-11-24,2025-11-25 01:09:25.268408
484599,鮮蝦魚丸叻沙鍋,慶豐廚房,,https://icook.tw/recipes/484599,74瀏覽,"2
人份","時間

20
分鐘",main ingredients,豆芽菜,適量,,icook,2025-11-24,2025-11-25 01:09:25.268408
484599,鮮蝦魚丸叻沙鍋,慶豐廚房,,https://icook.tw/recipes/484599,74瀏覽,"2
人份","時間

20
分鐘",sauce,叻沙醬包,1包,,icook,2025-11-24,2025-11-25 01:09:25.268408
484599,鮮蝦魚丸叻沙鍋,慶豐廚房,,https://icook.tw/recipes/484599,74瀏覽,"2
人份","時間

20
分鐘",sauce,水,500ml,,icook,2025-11-24,2025-11-25 01:09:25.268408
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,main ingredients,十全120天完熟烏醋,1小匙,,icook,2025-11-24,2025-11-25 01:09:25.744173
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,main ingredients,醬油,1大匙,,icook,2025-11-24,2025-11-25 01:09:25.744173
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,main ingredients,豬肉片,1小袋,,icook,2025-11-24,2025-11-25 01:09:25.744173
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,main ingredients,水蓮,1盒,,icook,2025-11-24,2025-11-25 01:09:25.744173
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,sauce,十全120天完熟烏醋,1匙,,icook,2025-11-24,2025-11-25 01:09:25.744173
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,sauce,醬油,2-3匙,,icook,2025-11-24,2025-11-25 01:09:25.744173
484602,醋香炒水蓮肉片,fors,,https://icook.tw/recipes/484602,66瀏覽,,,sauce,太白粉,適量,,icook,2025-11-24,2025-11-25 01:09:25.744173
484603,高麗菜炒蟹蛋,fors,,https://icook.tw/recipes/484603,89瀏覽,,,main ingredients,蛋,3顆,,icook,2025-11-24,2025-11-25 01:09:26.159820
484603,高麗菜炒蟹蛋,fors,,https://icook.tw/recipes/484603,89瀏覽,,,main ingredients,巨蟹棒,1條,,icook,2025-11-24,2025-11-25 01:09:26.159820
484603,高麗菜炒蟹蛋,fors,,https://icook.tw/recipes/484603,89瀏覽,,,main ingredients,高麗菜,1/5顆,,icook,2025-11-24,2025-11-25 01:09:26.159820
