ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
美國茉莉香米,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,美國茉莉香米,米
雞柳,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,雞柳,雞肉
洋蔥,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,洋蔥,洋蔥
紅蘿蔔,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,紅蘿蔔,紅蘿蔔
馬鈴薯,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,馬鈴薯,馬鈴薯
秋葵,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,秋葵,秋葵
魚露,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,魚露,魚露
椰奶,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,椰奶,椰奶
黃咖哩粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,黃咖哩粉,咖哩粉
檸檬香茅,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,檸檬香茅,檸檬香茅
月桂葉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,月桂葉,月桂葉
馬告,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,馬告,馬告
薑黃粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,薑黃粉,薑黃粉
美國稻米(茉莉香米),2025-11-26 14:03:30,2025-11-26 14:03:30,pending,美國稻米,米
水,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,水,水
電鍋外鍋,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,電鍋外鍋,電鍋外鍋
蒸熟香米,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蒸熟香米,米
香蕉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,香蕉,香蕉
可可粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,可可粉,可可粉
低筋麵粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,低筋麵粉,麵粉
鹽,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,鹽,鹽
粉漿蛋餅粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,粉漿蛋餅粉,蛋餅粉
水,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,水,水
蔥花,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蔥花,蔥
橄欖油,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,橄欖油,橄欖油
雞蛋,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,雞蛋,雞蛋
蒸熟香米,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蒸熟香米,米
香蕉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,香蕉,香蕉
可可粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,可可粉,可可粉
鹽,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,鹽,鹽
低筋麵粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,低筋麵粉,麵粉
糖,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,糖,糖
牛奶,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,牛奶,牛奶
油,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,油,食用油
香蕉切片,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,香蕉切片,香蕉
豆乾,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,豆乾,豆乾
小黃瓜,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,小黃瓜,小黃瓜
蒜末,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蒜末,蒜
醬油,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,醬油,醬油
白醋,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,白醋,白醋
香油,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,香油,芝麻油
日式芝麻醬,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,日式芝麻醬,芝麻醬
低筋麵粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,低筋麵粉,麵粉
抹茶粉,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,抹茶粉,抹茶粉
蛋,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蛋,雞蛋
糖,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,糖,糖
牛奶,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,牛奶,牛奶
油,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,油,食用油
鹽,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,鹽,鹽
美國稻米(熟圓糯米飯),2025-11-26 14:03:30,2025-11-26 14:03:30,pending,美國稻米,米
美國稻米(熟茉莉香米飯),2025-11-26 14:03:30,2025-11-26 14:03:30,pending,美國稻米,米
椰奶,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,椰奶,椰奶
蜜紅豆,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蜜紅豆,紅豆
鹽,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,鹽,鹽
糖,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,糖,糖
美國稻米(圓糯米飯),2025-11-26 14:03:30,2025-11-26 14:03:30,pending,美國稻米,米
椰奶,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,椰奶,椰奶
糖,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,糖,糖
鹽,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,鹽,鹽
蒸熟芋泥,2025-11-26 14:03:30,2025-11-26 14:03:30,pending,蒸熟芋泥,芋泥
