ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
雞腿,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,雞腿,雞腿
洋蔥,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,洋蔥,洋蔥
紅蘿蔔,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,紅蘿蔔,紅蘿蔔
華盛頓加拉蘋果,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,華盛頓加拉蘋果,蘋果
食用油,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,食用油,食用油
胡椒粉,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,胡椒粉,胡椒
醬油,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,醬油,醬油
米酒,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,米酒,米酒
味霖,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,味霖,味醂
五花肉片,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,五花肉片,五花肉
嫩豆腐,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,嫩豆腐,豆腐
薑片(去腥暖胃),2025-11-27 01:23:57,2025-11-27 01:23:57,pending,薑片,薑
青蔥,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,青蔥,蔥
砂糖,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,砂糖,糖
醬油,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,醬油,醬油
米酒,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,米酒,米酒
鯖魚,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,鯖魚,鯖魚
華盛頓富士蘋果,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,華盛頓富士蘋果,蘋果
洋蔥(小),2025-11-27 01:23:57,2025-11-27 01:23:57,pending,洋蔥,洋蔥
秋葵,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,秋葵,秋葵
食用油,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,食用油,食用油
黑胡椒粒,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,黑胡椒粒,胡椒粒
韓式冬粉,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,韓式冬粉,冬粉
牛肉片,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,牛肉片,牛肉
杏鮑菇,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,杏鮑菇,杏鮑菇
豆包,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,豆包,豆包
玉米筍,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,玉米筍,玉米筍
冷凍菠菜,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,冷凍菠菜,菠菜
紅蘿蔔（小）,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,紅蘿蔔,紅蘿蔔
蒜頭,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,蒜頭,蒜
韓式烤肉醬,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,韓式烤肉醬,烤肉醬
韓國香油,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,韓國香油,食用油
金寶奶油風味蘑菇濃湯,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,金寶奶油風味蘑菇濃湯,蘑菇濃湯
牛奶,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,牛奶,牛奶
吐司,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,吐司,吐司
可可粉,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,可可粉,可可粉
蛋,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,蛋,雞蛋
白蝦,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,白蝦,蝦
火鍋肉片,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,火鍋肉片,肉片
白麵條,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,白麵條,麵條
鹽,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,鹽,鹽
味精,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,味精,味精
油蔥酥,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,油蔥酥,油蔥酥
䕃苦瓜鳳梨醬,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,䕃苦瓜鳳梨醬,苦瓜鳳梨醬
水,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,水,水
乾羊肚菌,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,乾羊肚菌,羊肚菌
栗子,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,栗子,栗子
急凍響螺頭,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,急凍響螺頭,響螺頭
乾冬菇,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,乾冬菇,冬菇
豬骨,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,豬骨,豬骨
豬𦟌肉,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,豬𦟌肉,豬肉
乾無花果,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,乾無花果,無花果
薑片,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,薑片,薑
清水連浸羊肚菌水,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,清水連浸羊肚菌水,羊肚菌水
溫水,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,溫水,水
乾酵母,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,乾酵母,酵母
高筋麵粉,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,高筋麵粉,麵粉
冷水,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,冷水,水
鹽,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,鹽,鹽
橄欖油,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,橄欖油,橄欖油
細砂糖,2025-11-27 01:23:57,2025-11-27 01:23:57,pending,細砂糖,糖
