ingredients,ins_timestamp,upd_timestamp,status,t_ingredient_name,normalized_name
麵線,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,麵線,麵線
豬高湯,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,豬高湯,豬高湯
水（可續加）,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,水,水
柴魚片,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,柴魚片,柴魚
蒜酥,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,蒜酥,蒜
紅蔥頭,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,紅蔥頭,紅蔥頭
油蔥酥,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,油蔥酥,油蔥酥
醬油,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,醬油,醬油
胡椒粉,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,胡椒粉,胡椒
烏醋,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,烏醋,烏醋
太白粉,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,太白粉,太白粉
水（勾芡用）,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,水,水
米紙,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,米紙,米紙
蔥花,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,蔥花,蔥
白芝麻,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,白芝麻,芝麻
蒜末,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,蒜末,蒜
油潑辣子,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,油潑辣子,辣椒油
醬油,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,醬油,醬油
烏醋,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,烏醋,烏醋
蠔油,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,蠔油,蠔油
糖,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,糖,糖
加拉蘋果,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,加拉蘋果,蘋果
起酥片,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,起酥片,酥皮
蛋黃液,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,蛋黃液,蛋黃
白糖,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,白糖,糖
果醬或蜂蜜,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,果醬或蜂蜜,果醬
蛋,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,蛋,雞蛋
熱水,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,熱水,水
烹大師鰹魚粉,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,烹大師鰹魚粉,鰹魚粉
塩,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,塩,鹽
味醂,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,味醂,味醂
挪威鮭魚,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,挪威鮭魚,鮭魚
青蔥,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,青蔥,蔥
老薑,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,老薑,薑
米酒,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,米酒,米酒
食鹽,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,食鹽,鹽
白胡椒粉,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,白胡椒粉,白胡椒粉
青蔥,2025-11-24 01:28:40,2025-11-24 01:28:40,pending,青蔥,蔥
